pCD3z(),pSLP76(),pErk(),pS6()
1.64146,0.361884,0.64476,6.40753
1.79586,0.62668,1.01926,5.52058
3.86869,1.45128,2.16625,7.6955
2.59115,0.695328,0.975918,7.72986
3.98502,1.13614,1.33174,4.00783
1.90902,0.692311,1.51947,12.8245
3.65189,1.19777,1.56921,13.2683
2.6324,0.975702,1.50325,4.85408
2.20726,0.608821,1.17487,20.1499
2.4029,0.659194,0.855907,6.72304
1.9344,1.09179,2.19808,10.001
1.42043,0.251582,0.223215,0.791861
2.38704,0.792509,1.23725,6.45842
5.43283,1.43335,1.26967,2.43473
3.11359,0.752138,0.659148,2.46663
1.76942,0.548002,0.827873,4.30629
1.78635,0.601182,0.948625,5.62623
3.4573,0.849085,0.735907,2.60825
2.73604,0.714239,0.843064,9.09781
2.23898,0.990363,1.75384,19.0022
1.3464,0.32888,0.493292,4.70895
4.11404,1.51297,2.16972,11.0159
2.48645,0.901184,1.44035,9.26156
1.93652,0.453156,0.508196,1.69792
1.6129,0.315843,0.363748,6.4129
4.03155,1.32768,1.75719,7.88085
1.67107,0.443859,0.726866,6.06877
1.67213,0.489472,0.739773,3.47048
1.9619,0.502154,0.604635,2.18613
2.77094,0.646761,0.579999,2.81558
1.47965,0.274648,0.286648,3.00248
1.64146,0.40078,0.511603,7.43853
2.80795,1.10565,1.76655,6.69551
2.58375,0.707318,0.923188,3.32852
1.86461,0.432377,0.490521,4.06515
1.41408,0.466623,0.786258,4.73903
2.87987,0.907294,1.22922,5.49617
5.26996,1.44497,1.37374,6.28065
1.48388,0.334641,0.406809,3.68644
3.13685,1.05446,1.56027,5.65004
2.93063,0.804435,0.932534,25.2304
4.51592,1.30967,1.41903,7.71121
2.66095,0.71781,0.805816,4.81511
2.919,1.3957,2.49272,8.99188
3.18233,1.2513,2.0908,9.63133
2.20197,0.857598,1.4255,10.0915
2.18716,0.596704,0.735757,12.7729
2.00526,0.582311,0.793447,4.19284
2.55731,0.57491,0.549831,2.90534
2.19351,0.537698,0.702036,2.88887
1.67953,0.353622,0.44002,3.16504
2.42511,0.699431,0.928004,5.40929
2.04545,0.541412,0.653256,5.96266
2.70854,0.68616,0.79658,4.05197
6.18053,2.00252,2.60335,41.7321
1.36438,0.248835,0.246861,1.13788
2.65249,0.836317,1.12198,3.23042
2.92323,0.985581,1.61663,10.2925
4.04636,1.1233,1.19799,5.02983
1.75039,0.392982,0.416827,2.55784
2.31936,0.617436,0.84705,9.82076
4.1775,1.363,1.73265,5.51701
4.51274,1.72167,2.51,8.43304
1.80644,0.469761,0.715968,8.6913
3.41182,0.841231,0.76692,7.10285
3.67198,1.59864,2.64037,8.38983
2.53193,0.971201,1.70396,9.72594
1.53676,0.669267,1.32009,6.48905
4.6809,1.25948,1.31365,8.09349
1.58118,0.447058,0.785141,3.74707
2.5774,0.625447,0.701282,6.36387
1.96084,0.474349,0.550709,2.97768
6.09168,1.77254,2.17275,20.862
1.76837,0.540503,0.800681,3.56902
1.91643,0.593008,0.855636,4.2005
3.50065,1.00467,1.82367,16.8937
2.83333,1.02298,1.53342,4.8389
1.97142,0.455964,0.471448,1.37366
3.20983,1.14194,1.71144,5.87103
2.40079,0.722751,1.01306,11.3746
6.16572,1.74646,1.72582,8.53008
2.78997,0.944849,1.40162,5.04867
1.53676,0.31285,0.991296,29.3181
3.36528,0.910994,1.02293,3.07254
2.22206,0.887522,1.69492,9.27261
3.94272,1.17282,1.38251,4.5036
2.15332,0.583437,0.726384,4.36562
3.11994,0.962558,1.40657,10.4677
1.37707,0.498633,0.926008,5.29233
3.22992,0.936017,1.1005,3.84101
2.26542,0.540823,0.542825,4.2393
2.39762,0.650269,0.769286,3.39194
2.8217,1.06588,1.70243,7.02812
1.48705,0.345431,0.443578,1.76017
3.03533,0.818798,0.871115,3.58433
2.88833,0.723811,0.739323,3.27421
2.7096,0.739892,0.898853,3.89076
2.30244,0.591591,0.706088,3.09089
2.73921,1.00397,1.55117,5.4586
2.37329,0.696703,0.901807,14.8449
2.59961,0.991332,1.58987,5.49546
2.3955,0.645729,0.774591,3.92176
2.4653,0.663686,0.766064,4.59896
1.46273,0.42779,0.671246,2.30136
1.33159,0.249937,0.271245,2.01974
4.13731,1.15353,1.20279,5.51107
2.31724,0.599152,0.690894,13.6904
3.07763,0.805396,0.828065,3.87618
4.28431,1.92058,3.18848,12.847
4.57197,1.6415,2.26114,6.66152
2.26542,0.664678,0.928086,16.517
2.44309,0.624543,0.677684,2.75502
1.99574,0.481686,0.535466,1.62434
6.0589,1.7877,1.88232,8.20498
1.43629,0.462191,0.815598,5.28048
3.28915,0.869742,0.896165,2.41726
3.73544,1.20658,1.57764,8.48177
2.70643,0.65616,0.614803,1.1593
2.919,0.872795,1.09489,3.09545
2.85343,0.820182,1.00042,3.77025
1.4162,0.509271,0.931889,5.4978
1.7176,0.33255,0.317717,1.87768
2.81853,1.03245,2.04312,11.4119
2.19456,0.743707,1.18422,4.09381
2.221,0.667136,0.892443,5.24811
3.77985,1.09588,1.23727,14.3866
5.13776,1.41784,1.42463,4.79955
2.12794,0.573796,0.711417,4.54618
1.38341,0.220807,0.169614,7.27973
3.54296,1.05032,1.2626,9.10409
2.99197,1.06476,1.57396,7.16982
1.65838,0.343067,0.370103,10.2279
2.04016,0.489223,0.540222,1.94896
2.60067,0.862327,1.25385,6.43194
3.44778,1.08988,1.38357,6.80259
1.52724,0.514289,0.85472,5.51486
5.48042,1.49526,1.43546,3.44642
2.67681,1.26625,2.27598,15.5965
4.99077,1.43953,1.5168,4.19646
5.04999,1.67329,2.26221,11.8954
6.46289,2.04797,2.43478,7.04421
1.56003,0.288277,0.281818,3.67389
1.4511,0.244846,0.209926,3.06295
1.97142,0.512035,0.631274,4.85911
5.81249,1.77989,1.99277,5.12405
2.63345,0.612106,0.544057,1.68073
2.04651,0.639975,1.32941,10.4322
2.04439,0.546718,0.671793,4.4125
1.81913,0.352521,0.374911,2.06581
1.51455,0.421928,0.664692,3.73131
3.37481,1.1233,1.51212,5.94681
6.33599,2.04304,2.4714,10.4843
2.32147,0.938246,1.58196,6.09364
3.05225,0.923986,1.14094,6.45438
4.0305,1.27238,1.5867,6.70466
1.43629,0.786585,1.62371,9.57565
3.05331,0.931488,1.18517,4.27114
5.26679,2.23651,3.48933,22.2502
1.32948,0.28851,0.366631,1.76355
5.21497,1.55797,1.71027,5.76385
1.70174,0.615489,1.13045,9.25127
1.96825,0.517644,0.659579,4.01183
2.82592,0.696516,0.743691,2.36892
2.94755,1.3232,2.36502,13.7664
3.42345,1.12992,1.58272,6.34941
2.79843,0.896157,1.28661,7.30742
3.63708,0.913447,1.25421,10.4153
2.41877,0.871678,1.39884,5.87508
2.00843,0.492361,0.656802,2.99043
4.34248,1.31796,1.54732,8.1812
2.32888,1.22051,2.45572,12.965
4.73906,1.33923,1.42879,5.44263
4.63119,1.41998,1.7023,5.38277
2.42934,0.664779,0.937434,6.80844
4.0178,1.25827,1.57739,4.83208
2.23581,0.655021,0.852654,4.8728
4.07386,1.28507,1.58942,5.3755
3.04167,0.745885,0.723544,5.39423
4.18278,1.78754,2.96911,10.2006
2.00843,1.53052,3.29027,14.8723
2.03276,0.533391,0.671709,7.96896
3.22357,0.763088,0.643635,4.71548
1.52618,0.456654,0.780617,7.42787
3.1633,0.809049,0.807013,3.29602
2.30984,0.586152,0.705719,2.49244
1.5706,0.328933,0.369913,1.54296
2.85025,0.789555,0.89816,5.9207
3.43826,0.920223,0.945686,2.03136
1.46908,0.578071,1.17499,9.41672
3.02475,1.26591,2.31543,10.0408
1.58012,0.488129,0.771392,5.58805
4.23989,1.12618,1.06691,2.09005
4.63754,1.29083,1.33351,13.3102
1.65944,0.470518,0.82433,4.00406
