k1,k2,k3,k4,k5,cost
0.633497,0.0688809,0.203839,0.859239,0.198582,0.0793608
0.427151,0.0203624,0.16124,0.584122,0.142388,0.0683543
0.488648,0.0404374,0.186759,0.802343,0.17611,0.0693483
