pCD3z(),pSLP76(),pErk(),pS6()
12.25,14.67,4.75,23.9
26.78,7.31,6.72,30.22
3.64,3.52,10.58,4.07
6.15,2.38,24.42,44.89
29.52,10.11,0.62,11.16
14.01,13.46,1.69,36.8
6.69,10.98,3.24,70.01
3.91,26.65,14.68,7.65
11.03,21.03,3.44,3.18
29.46,27.21,1.06,27.15
13.36,43.13,13.73,16.64
11.18,26.6,19.33,5.52
8.17,22.72,0.65,12.57
21.76,0.44,3.77,8.27
14.21,3.71,6.26,4.93
3.32,5.72,0.96,11.45
1.45,54.81,3.59,43.67
4.43,12.99,5.67,6.47
8.32,5.34,1.12,3.36
19.16,13.07,0.63,3.6
0.05,2.28,2.66,1.26
20.31,31.18,3.17,46.88
18.91,37.54,1.58,10.02
20.65,7.81,4.11,14.94
42.31,14.97,4.66,3.8
2.07,2.74,1.57,6.24
1.12,4.07,10,23.47
24.73,1.27,25.58,12.16
20.74,7.17,10.5,21.88
8.91,3.66,14.05,19.59
22.98,4.11,0.3,3.6
32.51,8.02,3.38,16.54
2.97,7.64,7.37,7.1
1.2,19.2,22.21,12.94
0.73,5.18,13.9,6.03
2.18,26.23,20.68,20.42
4.61,34.48,2.04,7.4
16.51,21.86,1.4,9.31
-0,2.56,9.62,29.41
18.74,10.28,11.29,16.14
3.65,7.89,5.52,32.6
14.38,33.95,5.41,18.83
4.02,31.08,3.73,17.15
3.65,15.12,5.11,21.94
14.02,16.72,1.14,10.44
9.76,7.37,12.86,6.82
2.57,16.94,13.13,5.49
10.59,20.31,32.5,16.49
17.67,1.17,10.62,28.25
5.48,16.78,2.57,11.67
30.04,6.01,15.68,64.15
1.48,30.26,18.57,1.78
24.01,26.84,-0,33.52
2.3,3.43,0.89,43.81
18.79,11.43,4.78,17.71
10.99,17,3.79,5.25
13.1,8.43,3.07,2.91
2.67,11.13,16.26,26.34
17.4,2.05,13.2,30.9
9.74,29.05,27.66,16.1
34.72,2.84,23.59,10.66
6.62,1.5,21.73,219.76
23.41,12.48,12.34,12.91
0.67,1.8,0.73,3.61
7.13,39.3,4.71,6.52
6.93,7.88,1.37,18.32
10.98,11.45,3.87,9.27
8.2,3.18,31.06,90.58
6.07,5.97,1.21,2.44
15.55,28.92,3.64,0.52
1.27,7.42,6.15,8.32
5.93,2.78,5.57,1.69
13.67,3.25,7.8,15.29
15.64,9.64,47.04,16.27
5.23,10.5,9.38,3.66
1.17,6.33,7.9,48.52
33.07,5.31,7.7,11
7.67,15.12,2.42,8.12
5.81,3.63,7.49,4.91
2.92,16.81,18.19,39.66
13.12,4.73,11.16,10.22
9.33,4.33,2.53,19.12
7.18,13.95,24.36,229.93
11.89,4.17,10.74,11.67
1.05,0.36,9.61,23.82
4.09,6.75,0.53,11.18
13.53,5.7,6.38,3.74
18.14,9.67,6.7,3.76
21.82,36.99,7.78,26.77
2.25,16.01,3.74,12.66
2.27,1.75,0.54,5.41
15.61,16.42,3.65,1.26
14.05,3.85,6.86,30.79
1.97,8.97,0.78,6.02
2.11,7.73,0.67,12.24
21.75,16.77,0.36,48.6
3.33,1.08,0.05,2.08
6.6,14.47,17.27,3.43
11.15,9.21,0.96,46.93
35.75,8.84,5.15,16.85
8.64,37.84,1.71,8.7
10.26,25.02,3.32,19.63
30.16,1.38,2.47,6.24
17.62,32.65,0.95,1.1
7.35,4.45,0.18,7.79
18.44,23.7,2.98,7.08
15.02,9.05,5.83,219.47
31.89,21.05,33.12,39.23
13.01,12.37,0.66,1.47
-0,6.87,0,1.09
1.21,10.74,15.45,10.92
9.34,9.96,5.01,3.94
2.17,2.79,3.25,4.75
6.7,5.47,9.18,4.31
21.89,10.43,4.82,4.43
7.62,3.63,2.55,10.09
16.53,15.86,1.44,4.45
9.59,9.81,2.44,4.25
19.66,21.49,4.62,18.38
3.96,1.37,2.35,11.6
4.96,1.18,16.57,97.13
0.14,6.39,9.66,26.1
1.08,16.36,2.6,17.41
0.63,10.91,1.88,7.02
2.81,23.43,7.24,14.59
24.4,18.22,2.57,19.65
21.21,4.58,1.8,26.08
5.07,14,4.66,15.97
2.53,5.97,4.09,17.1
3.08,15.22,13.79,16.83
21.06,15.19,6.09,75.3
10.76,7.74,4.34,8.49
48.82,18.16,28.08,7.38
20.04,10.32,3.1,5.02
15.13,12.66,6.07,3.33
5.56,1.68,1.38,12.33
18.76,44.33,3.34,25.85
2.97,0.28,4.07,2.55
10.56,6.81,2.5,22.06
14.12,2.72,7.59,85.4
2.45,5.3,1.83,48.5
3.14,9.3,12.02,8.48
3.4,4.46,5.31,1.27
13.32,7.54,10.5,8.81
8.38,6.7,18.45,13.09
24.13,1.01,0.6,27.93
19.05,8.68,9.15,43.66
1.33,2.06,44.09,16.07
5.22,9.61,1.03,11.77
2.86,6.24,18.16,130.22
2.2,10.1,4.19,4.37
5.2,5.15,10.41,33.17
2.99,22.5,5.5,2.45
3.33,0.57,8.05,0.01
12.24,19.53,6.12,10.01
39.01,21.48,3.1,13.88
28.47,25.24,1.71,8.96
20.35,25.81,18.94,27.84
9.32,5.58,3.14,12.38
11.74,7.17,1.15,114.73
10.03,10.25,-0,22.93
18.92,19.01,13.73,3.72
11.03,3.31,19.87,7.57
24.72,6.5,1.36,8.31
2.46,8.35,0.73,8.26
12.95,12.83,0.97,3.41
26.96,20.54,4.25,8.92
4.87,20.08,1.02,25.55
12.35,2.44,14.28,2.91
8.89,5.64,8.87,20.27
24.89,6.18,0.09,24.34
3.78,3.3,18.78,10.77
7.52,4.39,3.77,8.06
6.58,1.79,1.69,28.23
4.97,11.83,3.32,84.5
1.39,0.96,3.71,0.34
1.59,3.93,8.71,5.15
16.59,29.32,6.18,39.01
3.46,2.95,8.28,3.99
10.67,23.97,0.22,58.45
1.74,4.02,3.16,3.87
8.29,5.35,4.31,2.53
21.04,2.95,2.87,6.09
10.05,11,13.53,327.35
11.52,16.04,16.99,23.54
18.02,31.89,18.85,11.74
18.25,15.07,1.68,14.43
20.79,9.92,1.43,89.52
11.51,2.52,11.86,0.73
0.25,2.92,3.49,0.62
29.76,3.3,2.46,38.06
9.05,37.12,19.03,7.82
2.56,10.34,1.57,4.71
18.58,20.6,10.6,10.34
8.37,12.81,1.67,21.05
9.54,30.31,18.94,8.2
1.35,6.92,0.16,18.27
13.66,20.07,1.29,7.92
2.48,0.23,11.87,1.18
1.75,5.9,13.81,37.59
7.59,3.2,1.01,2.02
4.92,6.51,4.65,21.7
32.55,1.72,0.75,43.91
11.31,13.28,10.3,43.3
1.64,4.58,15.91,1.96
17.23,6.41,2.11,12.95
1.21,12.09,4.75,7.31
23.37,9.08,0.07,6.32
8.41,11.46,1.65,12.56
3.26,15.32,7.04,31.45
12.98,39.27,11.83,84.84
4.31,14.81,2.17,129.55
6.62,13.37,6.07,55.01
2.74,11.5,3.14,22.49
4.58,16.22,19.79,16.78
10.95,10.6,11.41,27.87
10.44,10.73,1.36,10.67
19.38,35.28,6.81,10.67
0.7,0.3,1.91,8.72
11.29,10.71,0.38,19.43
12.91,22.05,4.11,17.82
19.52,3.62,3.12,1.74
7.67,7.18,9.09,22.91
4.67,3.21,7.41,44.22
9.12,20.99,4.67,1.32
1.53,13.1,0.95,1.26
2.22,23.97,3.15,9.5
3.85,5.54,3.32,87.99
6.53,6.42,8.32,0.49
4.27,16.25,0.59,10.07
22.78,20.74,2.58,8.48
13.44,2.24,2.99,1.02
1.07,6.48,2.77,2.66
3.92,5.18,43.56,54.26
26.65,7.09,18.4,47.49
8.53,7.88,19.2,17.77
1.17,2.93,0.36,4.62
11.63,9.22,18.27,9.51
11.94,39.87,1.68,4.64
12.45,15.23,16.94,2.52
31.03,4.48,8.51,3.37
12.13,17.2,1.37,4.88
18.69,9.02,3.42,10.34
17.87,1.02,3.82,1.45
14.29,2.04,2.08,13.1
16.62,5.84,3.51,11.53
11.16,10.23,1.82,26.77
13.1,3.8,16.37,15.7
8.57,1.25,7.38,82.23
10.75,3.88,12.17,7.38
6.53,9.8,11.22,32.57
4.48,17.45,0.86,6.06
8.76,18.48,24.75,4.23
19.68,1.4,12.77,17.76
5.01,9.03,3.42,0.72
6.04,5.65,7.43,4.18
10.78,6.62,16.67,48.98
19.13,6.12,2.39,64.33
11.14,7.05,2.01,10.05
5.14,27,3.33,3.28
49.73,33.65,8.6,7.62
7.46,3.1,0.95,32.11
0.79,8.06,9.74,12.23
3.38,20.65,1.78,2.3
9.76,26.49,0.33,2.27
23.59,9.49,7.06,23.31
14.66,10.75,7.51,12.75
4.49,18.54,14.4,2.74
2.54,13.38,1.07,3.52
7.25,0.4,5.21,254.34
6.81,3.64,2.46,9.68
2.6,5.81,2.12,13.64
18.89,4.8,5.56,7.58
4.12,4.6,32.23,31.34
3.16,28.7,8.23,10.18
7.78,0.93,3.16,18.44
16.05,12.46,5.44,5.88
9.86,10.73,2.44,35.68
19,15.29,3.57,19.45
3.65,21.22,1.04,8.97
36.89,3.17,6.54,3.34
1.05,10.9,2.54,7.42
7.41,3.67,15.99,4.76
16.57,4.46,5,12.86
1.91,9.64,14.68,24.88
13.33,22.98,45.29,132.64
20.39,9.93,11.48,14.2
32.91,68.66,2.77,58.22
3.88,25.75,1.99,1.47
7.03,1.05,4.9,13.18
2.11,3.28,1.89,0.4
11.29,58.25,24.67,24.09
26.21,26.45,2.52,39.39
3.54,7.51,2.39,7.59
4.07,1.76,19.21,11.95
9.53,11.52,0.78,18.75
4.37,0.02,9.27,6.62
3.64,7.39,25.76,7.48
3.09,7.49,15.17,5.1
11.82,15.16,5.32,10.14
1.37,14.43,10.91,4.14
20.74,7.32,11.55,14.45
5.56,1.09,15.13,14.11
1.27,25.2,6.35,28.78
6.88,1.44,15.71,10.17
2.36,12.58,1.66,4.47
14.16,15.01,5.77,3.22
11.94,21.11,4.1,6.88
20.08,11.11,0.04,1.82
1.72,7.7,1.71,4.83
14.55,8.05,10.13,25.79
2.24,1.7,9.1,10.61
1.94,9.29,2.13,0.5
2.15,3.82,41.33,25.24
1.8,8.65,0.34,19.95
6.88,11.84,3.47,10.82
0.82,1.02,4.77,20.51
10.12,25.79,13.12,1.14
8.78,11.2,7.51,5.72
0.18,2.84,1.72,3.11
18.49,8.51,8.17,23.48
8.12,9.97,2.23,16.98
6.16,8.31,3.81,4.5
2.71,12.46,22.54,1.81
3.4,3.02,3.83,34.58
6.84,8.24,27.93,9.66
9.17,0.88,7.93,18.84
3.33,7.05,2.97,17.52
15.81,27.3,10.92,2.07
12.33,26.98,0.86,17.11
5.11,7.94,1.65,12.96
11.6,4.08,9.21,4.86
23.73,24.64,1.73,112.86
2.94,7.98,1.23,2.6
31.51,13.18,1.64,26.66
7.36,5.68,5.67,1.74
1.86,23.12,4.24,5.41
1.88,10.64,42.16,63.2
6.46,2.45,2.15,8.87
5.27,3.94,1.02,1.73
21.16,25.68,4.85,13.41
19.95,17.93,0.71,9.9
1.06,25.71,0.74,9.66
3.62,7.39,3.46,0.81
2.61,2.37,2.14,13.12
4.44,8.2,0.54,3.1
9.73,0.42,5.07,7.66
11.05,37.47,3.08,3.35
20.09,0.76,15.54,23.88
27.92,34.59,16.02,4.02
2.77,4.94,3.52,0.47
3.02,8.03,1.62,5.48
11.11,1.06,10.48,3.59
5.09,3.79,4.43,35.01
3.96,30.53,2.16,60.23
8.66,2.84,3.49,16.2
8.5,9.89,4.14,5.58
8.2,4.06,2.42,7.09
4,23.39,2.52,5.39
1.53,43.7,4.11,3.28
2.78,1.13,1.42,4.89
37.6,6.02,19.98,0.87
14.66,26.62,11.9,2.47
1.74,0.8,3.51,0.46
11.45,3.96,3.63,34.67
