P1(),P2(),P3()
3188.36,1661.09,1588.09
1379.94,880.204,1676.64
1599.27,803.545,658.581
735.897,425.44,747.127
2233.12,1226.28,1376.63
980.62,496.041,343.524
493.879,243.221,372.239
1355.67,682.234,600.138
519.801,241.325,259.618
2310.94,1491.02,2837.92
491.674,269.736,452.452
1510.32,791.464,620.452
4031.28,1987.79,1884.07
935.197,476.974,505.302
472.432,243.566,273.653
1567.97,1013.61,1858.57
3303.27,2042.84,3388.6
1864.85,925.652,895.76
1260.86,600.423,579.57
1512.73,806.803,1067.71
787.768,488.556,619.809
1309.38,670.707,535.164
2220.88,1565.8,3165.59
1338.23,754.775,1217.25
308.862,184.801,293.075
1518.56,838.145,1078.75
1454.78,818.759,878.317
1979.52,1080.4,1215.6
2223.14,1195.15,1529.15
775.947,417.555,394.817
2054.12,915.487,790.802
694.994,413.266,453.912
306.264,146.148,189.644
998.194,549.055,390.952
2448.62,1214.41,840.042
1695.6,910.075,959.593
2386.15,1473.78,1814.29
325.478,192.794,180.006
912.704,436.587,327.824
1003.76,588.567,787.41
554.891,287.676,439.826
1499.4,790.757,805.276
570.94,309.381,410.468
875.633,532.638,569.04
403.88,213.039,179.374
1512.05,735.002,529.079
1096.79,563.435,588.781
623.275,342.444,331.892
520.085,277.649,318.813
1132.3,784.501,1416.11
264.207,175.608,261.779
396.507,188.799,188.047
2436.25,1411.05,1880.47
1030.77,522.766,573.872
1240.38,804.456,1308.35
917.894,478.106,397.978
2974.92,1559.19,1669.65
876.98,457.455,629.707
696.402,401.713,622.549
671.415,361.487,365.716
1804.1,1001.43,1206.67
665.712,335.305,337.495
1200.92,609.699,599.753
1566.99,756.333,678.575
592.465,382.218,460.017
2730.46,1863.47,3293.22
786.332,513.398,836.872
2249,1435.72,2537.38
2457.41,1465.21,2317.85
710.106,363.85,401.532
781.325,398.692,262.503
931.928,455.434,566.915
2193.6,1059.78,886.581
782.342,404.272,476.339
471.041,228.052,270.682
2457.35,1501.34,2384.63
918.735,561.113,941.433
354.438,157.861,144.244
980.15,463.248,515.956
502.213,254.222,240.571
951.538,555.07,969.618
341.12,164.467,169.239
3223.09,1755.01,1573.58
1366.46,678.513,447.175
1434.29,706.841,703.206
1177.7,601.463,738.027
2088.72,1175.42,1181.11
599.904,384.191,639.022
817.239,455.02,607.902
1903.35,958.826,763.296
2647.41,1458.47,2109.55
632.65,375.528,491.506
1397.38,699.528,689.385
484.547,313.609,415.277
713.912,367.673,340.704
995.994,619.568,1160.34
3062.19,1506.53,1387.83
735.281,420.837,351.67
6541.16,3602.97,4314.62
1499.66,767.425,784.421
485.564,331.509,429.712
2928.49,2076.74,4028.81
1211.19,771.872,1240.29
1760.38,837.582,857.463
1361.31,883.199,1649.13
1663.83,904.593,905.324
980.449,563.927,562.986
4975.23,2617.05,2382.1
2135.06,1052.25,721.487
607.225,304.398,385.635
2033.63,1123.39,1341.54
698.338,402.091,583.488
1010.03,657.883,1038.2
3303.65,2054.75,3418.12
833.111,411.042,301.996
1400.55,842.387,1043.64
1683.1,961.568,1366.21
2080.69,1391.42,2732.25
1446.12,864.425,1319.8
541.739,422.465,800.106
487.971,291.443,380.014
1494.9,766.681,669.957
799.786,384.721,402.246
774.848,373.441,242.168
1067.68,646.14,910.351
402.375,245.238,341.49
413.772,282.8,557.669
4241.27,2670.7,4823.28
1603.86,824.588,930.381
834.498,579.774,1017.62
2932.22,1579.92,1619.26
2403.84,1192.07,1022.83
887.705,475.079,359.118
2127.17,1131.82,1222.01
1394.22,908.987,1433.48
1009.36,509.775,514.162
462.176,279.085,307.092
2829.74,1518.12,1528.31
337.153,166.997,270.944
1211.66,866.859,1790.04
1416.09,885.398,1546.3
2073.89,1353.11,2636.87
718.245,381.659,307.543
535.144,256.486,271.315
883.686,486.188,657.238
391.622,177.636,201.417
240.43,139.726,193.27
736.903,425.459,435.641
750.556,398.329,329.017
1350.14,835.601,1302.47
2117.21,1046.62,926.576
573.28,258.341,291.952
781.594,557.721,1020.42
1442.81,921.016,1564.32
775.636,433.488,493.889
905.14,472.711,518.902
1769.13,906.938,926.861
1441.59,760.244,819.409
515.478,343.748,469.968
1678.5,848.314,799.126
1378.56,641.687,521.296
1262.3,587.617,529.476
1142.68,752.075,1213.95
2183.2,1134.78,1209.85
1646.43,852.898,1274.92
2102.94,1092.23,1093.21
469.037,320.948,546.721
858.322,474.447,506.342
1059.47,644.491,924.935
529.042,289.809,360.516
2096.9,1202.24,1496.75
1460.5,706.879,586.457
782.792,408.113,507.025
1654.73,913.891,1121.69
1137.76,536.678,455.799
999.233,651.253,1403.41
1746.76,1078.51,1616.71
1122.3,656.157,839.461
745.185,434.186,465.495
839.228,444.957,504.811
1189.03,620.31,483.171
1511.55,780.351,878.499
373.067,238.65,385.556
2161.84,1096.21,1108.94
386.13,272.058,305.065
681.276,347.537,384.478
1340.71,795.382,1158.64
845.188,428.466,444.743
770.129,435.042,563.853
524.749,355.55,605.865
781.547,368.268,269.497
1437.26,652.569,450.648
773.042,389.095,369.118
1943.63,1069.13,1114.4
3147.81,1629.03,1593.94
1133.41,593.736,612.64
743.939,415.032,599.731
594.276,338.374,603.544
918.905,452.781,404.115
2562.69,1467.51,1939.37
246.99,154.459,215.017
453.08,283.419,432.459
1306.47,896.561,1671.58
773.155,499.462,730.744
2367.93,1331.96,2133.42
825.609,443.719,395.563
1898.48,1227.84,2038.73
736.783,393.61,418.342
1414.29,841.783,1256.52
933.908,639.837,1129.92
800.531,411.751,475.143
745.713,472.811,686.625
1274.36,679.77,474.425
2783.32,1943.92,3816.76
2320.96,1061.11,702.3
1068.42,557.041,816.581
987.695,532.925,835.688
1732.74,1060.68,1759.2
631.024,421.684,630.197
707.737,298.083,297.262
635.819,315.49,320.856
2794.35,1520.55,1601.15
1155.93,645.422,899.035
436.002,189.076,191.235
2262.5,1280.67,1307.56
645.898,382.184,535.412
620.165,377.516,475.58
1026.01,483.354,503.519
532.401,361.251,731.154
1727.8,983.841,1252.71
440.9,218.87,215.749
682.55,362.711,480.338
1563.37,1071.75,2313.2
2374.36,1621.47,3364.55
7769,4281.34,4657.14
1129.29,699.402,1149.52
1203.22,770.574,1176.39
1987.14,1128.34,1400.83
2640.77,1295.27,884.667
216.845,113.773,104.218
2697.55,1554.41,2223.75
930.883,526.336,669.41
1146.26,723.676,1110.45
1613.28,1012.08,1486.4
1552.3,857.848,1267.98
943.398,469.905,372.481
1755.25,976.274,1212.78
677.007,319.18,277.057
1211.83,634.635,692.406
1446.17,788.084,796.624
1779.7,995.624,1251.59
450.645,255.073,304.753
1002.85,613.576,1152.55
862.142,431.288,498.83
292.018,130.235,146.77
682.434,336.831,254.766
992.356,465.06,473.628
723.736,416.518,595.677
447.649,249.759,346.535
717.092,378.893,288.633
881.964,505.183,506.432
588.001,368.004,515.522
1111.96,697.302,1020.73
1062.45,545.543,668.398
364.934,206.462,209.39
1572.79,1018.31,1726.66
1121.6,547.511,529.965
1165.09,821.089,1621.84
701.631,333.714,402.419
844.952,429.471,392.771
775.898,443.303,561.287
961.312,488.329,411.791
1990.05,1116.57,1363.31
2061.49,1320.4,2028.26
962.378,591.613,816.918
715.48,437.558,540.337
221.412,115.562,121.795
1002.36,510.071,727.114
601.291,386.343,543.954
610.208,381.324,686.64
2409.87,1137.79,987.663
533.6,344.333,674.782
2546.02,1174.02,831.442
1986.26,1031.42,1215.31
559.437,272.767,247.379
814.118,475.696,807.354
494.82,327.196,539.264
499.911,238.485,258.784
983.333,521.191,482.716
1074.53,587.943,474.827
1701.01,874.722,774.312
1249.21,729.533,1159.25
755.449,482.611,727.108
1889.44,1323.38,2543.22
862.8,452.296,364.046
962.259,552.332,663.479
451.522,241.505,239.537
845.753,497,750.153
482.8,305.607,431.633
3177.72,2022.33,3599.08
1208.92,633.99,535.674
1139.14,662.343,896.782
3488.05,1786.52,1623.75
696.372,407.726,540.545
1656.56,877.94,838.038
516.921,303.375,464.902
1078.1,669.114,1221.12
1309.29,825.63,1182.17
436.247,205.348,189.152
364.881,178.242,220.586
408.933,219.686,332.4
305.078,196.911,229.084
1693.35,831.122,857.265
677.206,341.093,276.351
1447.73,723.817,595.449
878.777,502.45,423.928
511.435,228.788,167.091
1641.85,918.691,963.644
785.956,349.571,285.795
1037.73,525.63,580.798
2914.58,1604.85,1454.97
860.008,429.046,472.773
1560.66,879.664,1273.32
781.672,542.363,988.178
658.061,418.662,639.135
412.353,203.278,137.641
1539.91,787.639,757.088
359.218,197.367,318.455
2097.03,1130.65,1240.83
526.237,307.927,347.884
1094.67,697.79,1216.2
422.687,207.103,226.898
4319.24,3183.31,6137.7
1311.22,908.22,1727.09
1073.38,617.091,760.451
667.329,422.888,638.156
781.626,404.743,346.77
593.247,322.579,334.191
1343.66,759.07,974.237
833.469,451.978,322.379
818.826,443.408,438.792
1251.63,624.676,605.309
522.755,252.817,194.569
647.085,354.34,461.456
197.715,162.134,222.788
881.137,503.081,624.091
1134.74,728.148,1306.77
681.806,421.568,607.599
1286.22,691.962,1185.03
864.855,424.332,376.717
610.317,337.498,260.893
418.357,231.263,231.172
2010.86,1030.65,1050.51
1294.43,734.63,799.441
898.249,565.29,1051.26
653.771,385.851,477.476
537.514,239.752,205.73
1258.4,562.099,522.288
2332.61,1299.91,1666.64
1438.65,866.17,1131.39
1214.5,638.049,522.393
645.81,336.897,270.88
678.131,394.068,575.529
3942.97,2186.09,2430.39
2094.57,933.407,689.581
1002.38,546.418,649.875
2471.18,1219.16,1127.25
661.444,370.446,442.238
742.766,382.897,372.224
895.788,449.601,514.707
455.88,233.02,313.938
918.023,499.804,483.053
1520.3,882.321,1176.92
889.324,488.938,709.39
510.029,258.212,216.56
1098.52,603.697,629.024
335.518,210.189,353.24
593.54,311.893,414.71
1921.95,1256.14,2029.41
1600.66,825.989,719.087
1512.27,873.223,1394.1
388.991,220.721,292.433
1689.06,984.653,1084.05
1387.31,659.683,549.24
629.539,344.876,408.803
2069.77,969.196,735.146
635.658,295.888,302.924
310.444,153.95,146.952
904.594,441.751,367.858
1212.7,643.432,740.589
809.86,428.37,645.711
864.305,438.153,429.469
379.635,235.427,331.331
1778.52,928.526,1078.12
485.51,302.59,403
1010.49,708.35,1441.25
811.456,567.628,1186.18
773.628,377.536,334.591
4540.96,2171.35,1895.59
876.519,553.273,927.725
727.74,391.18,413.114
1552.61,893.865,1517.08
265.381,154.68,213.068
844.473,547.88,945.328
1512.43,736.378,615.586
2507.73,1777.72,3442.68
647.926,365.657,374.54
549.259,284.046,259.798
1332.06,834.767,1337.25
554.508,302.763,552.758
203.715,116.599,104.244
856.304,573.198,1117.38
1371.57,695.085,577.876
596.929,320.175,418.029
1233.98,677.964,1066.44
434.471,240.135,316.435
1357.46,895.14,1286.08
2078.22,1142.06,1486.34
10385.3,5511.72,5458.15
1164.05,644.252,746.967
515.63,274.375,283.417
2435.67,1200.35,1219.53
1636.9,898.759,1132.37
1179.2,592.647,959.078
792.441,411.828,455.497
1184.14,820.847,1455.43
2078.97,1247.46,1905.6
2307.41,1426.9,2186.66
862.198,577.985,756.905
1442.71,895.204,1553.78
979.775,552.738,573.692
975.798,602.433,972.608
750.78,389.43,456.334
1818.18,854.146,657.972
1608.96,899.692,1030.82
663.787,315.589,251.864
312.908,190.226,344.196
724.009,407.12,287.485
533.39,244.576,223.219
643.973,347.158,239.59
1134.35,548.86,467.919
658.584,367.437,439.806
817.5,404.913,348.322
879.625,536.279,971.592
645.764,327.26,235.6
340.118,188.529,234.82
809.691,429.338,223.532
1106.11,585.823,661.405
846.365,559.374,841.193
986.585,523.018,574.34
1364.03,951.726,1737.34
1068.23,610.913,678.956
1144.32,620.244,696.612
288.915,164.167,180.516
2218.36,1093.47,1117.64
3947.64,2696.82,5177.36
912.318,489.912,600.986
485.357,254.814,321.299
307.409,185.786,282.261
214.66,139.561,271.374
1225.65,675.577,949.911
528.565,327.595,486.97
684.141,381.64,422.709
2360.46,1266.66,1279.22
604.937,365.392,656.769
416.113,213.93,158.976
1028.94,616.523,912.092
498.972,314.809,557.587
4487.59,3306.42,6794.35
815.853,556.762,923.39
511.772,339.391,619.465
1449,748.961,718.379
3710.6,1950.89,1828.35
924.215,451.237,386.158
1907.05,1209.77,2052.65
572.876,390.026,607.637
1794.98,1192.44,2135.14
2862.01,1899.13,3345.98
2073.36,1003.65,935.358
832.903,388.32,386.252
485.816,305.101,386.515
1618.48,968.811,1328.19
1698.32,890.435,952.477
1199.9,639.624,771.257
394.168,202.942,232.795
1418.97,719.472,572.357
1049.87,620.628,833.803
1159.18,717.993,1209.15
2319.98,1297.66,1720.21
720.24,356.886,347.71
1735.44,830.266,556.204
673.133,328.198,355.133
1025.68,657.418,1020.75
500.119,271.592,363.235
791.486,379.077,435.203
1676.29,799.11,652.785
283.407,154.754,117.213
1369.94,718.942,870.321
807.301,491.411,632.076
543.954,288.439,391.019
632.675,426.642,590.682
556.761,260.24,317.289
2220.81,1377.92,2237.05
427.584,222.243,340.206
694.149,416.957,697.534
288.011,122.823,132.826
617.419,319.979,300.777
675.082,396.264,550.694
2157.89,1085.57,1026.21
1290,867.724,1907.82
1278.68,702.224,780.438
1915.99,942.111,839.975
473.964,270.279,269.55
678.244,393.847,505.152
1632.1,1071.21,1976.9
1688.33,849.352,751.382
1430.28,771.459,849.987
1370.07,749.312,705.518
853.218,458.032,472.604
836.486,443.101,588.7
2256.96,1453.33,2531.02
1279.85,882.191,1731.18
3202.95,1809.5,2195.6
176.143,89.441,84.8967
1151.77,638.019,761.361
1078.94,524.808,511.308
2740.98,1402.12,1559.72
921.277,446.579,421.504
1351.82,809.25,1313.67
2200.06,1509.02,2565.72
3609.77,2124.32,3090.39
1339.8,670.693,513.076
2661.15,1471.55,2033.23
1351.81,716.514,986.482
1110.78,656.94,781.576
1341.4,697.785,869.316
772.513,420.998,474.689
1367.87,693.57,792.537
520.39,331.366,499.818
473.573,226.124,226.401
536.239,298.707,209.499
894.901,547.334,776.596
624.263,325.984,294.847
620.925,303.005,251.608
849.953,516.225,639.925
1141.98,592.538,531.442
367.301,168.979,121.371
471.314,245.981,297.035
1311.17,777.33,1318.56
1496.83,795,587.589
481.813,264.357,302.731
796.222,525.802,952.051
1755.17,824.078,802.082
309.738,178.694,219.308
1088.38,502.778,389.893
985.602,549.29,848.52
2153.15,1472.48,2954.9
1167.31,540.386,467.652
2093.92,1016.44,824.313
335.267,167.051,173.607
1645.12,1005.4,1834.09
1024.18,527.47,611.522
738.961,408.895,725.549
930.108,435.771,455.503
737.494,476.297,866.622
1296.21,751.251,1142.8
1409.71,773.976,893.911
3271.2,1611.94,1295.09
1803.68,1168.32,2201.65
3063.8,1558.7,1425.61
1302.35,680.471,620.928
587.489,441.521,830.491
793.716,424.331,660.714
1124.82,603.484,661.127
1517.35,924.08,1653.34
740.37,391.402,534.465
1205.46,752.393,1135.24
647.83,391.93,463.254
1066.05,539.618,598.636
967.618,491.688,438.538
588.373,286.57,291.704
801.196,427.171,395.928
805.665,586.87,1059.62
661.776,407.55,826.56
497.011,245.501,274.963
486.198,273.39,373.11
1423.55,655.677,579.187
793.205,423.646,590.808
636.403,335.775,370.47
935.108,449.51,284.225
1096.09,578.519,452.564
2290.38,1200.4,1307.22
774.896,442.407,438.931
194.985,152.161,118.544
816.412,410.536,278.927
4127.89,2331.67,2516.81
574.462,257.871,261.18
608.88,335.991,302.924
702.801,428.925,770.703
1152.61,680.371,868.492
2091.06,1023.2,1055.65
472.316,288.468,416.771
1283.06,716.208,824.15
1356.71,688.261,650.085
1623.09,718.933,573.226
589.531,425.541,879.398
856.138,532.301,963.983
374.887,218.379,205.655
1533.13,798.144,813.932
378.574,187.39,224.45
865.42,537.617,731.223
1442.84,830.075,1067.33
1340.9,744.02,1048.98
818.979,444.125,465.172
3042.46,1809.91,3240.14
1192.91,679.206,901.393
2767.02,1411.63,1812.71
906.17,483.284,408.183
898.673,617.182,1085.32
5076.5,2306.12,1315.08
203.171,85.2256,102.933
822.347,455.779,573.783
1727.49,1048.6,1722.57
1771.58,1145.76,2207.32
906.579,473.294,433.585
647.751,351.806,356.215
1494.89,792.877,756.804
1617.53,960.4,1392.19
646.34,383.978,543.951
3917.58,2135.17,2315.19
2867.75,1444.35,1379.69
1135.54,472.183,327.71
1094.34,629.975,826.065
885.747,509.856,745.829
525.539,253.332,273.922
834.449,432.485,436.984
1725.24,955.985,1098.56
1834.94,927.369,908.28
1250.39,623.859,548.581
1088.41,611.598,383.507
1807.18,1000.79,1415.19
2908.14,1914,3691.34
1268.51,731.12,1138.37
1418.05,1014.47,1755.68
553.318,283.055,361.611
1231.63,604.573,547.129
238.902,131.161,166.546
1307.01,786.207,1184.82
800.771,504.47,653.084
610.033,341.356,568.808
1102.32,835.02,1644.85
1930.53,1053.14,899.111
753.4,375.867,338.293
1031.54,554.744,665.947
1972.43,1090.22,1744.18
2631.82,1373.35,1119.06
640.285,372.335,424.689
1394.38,822.612,988.466
888.752,591.086,898.419
734.625,349.253,374.323
4205.11,2977.75,5580.36
880.542,536.946,1171.25
478.58,253.634,362.942
1253.07,708.087,1080.03
1752.39,1022.08,1232.46
370.749,213.155,260.803
1094.86,628.026,786.374
1010.18,512.503,598.23
768.553,458.935,526.752
853.651,447.064,535.718
1138.09,709.725,1202.69
2211.79,1210.97,1431.67
803.45,411.692,370.382
1202.92,581.387,545.081
1192.7,771.052,1108.21
708.127,352.462,370.653
1293.48,754.823,1058.54
1243.48,787.715,1323.99
1517.12,757.518,545.549
339.439,202.685,236.619
1728.58,1091.75,1784.11
675.243,473.253,958.62
366.796,208.615,295.724
3552.18,1721.49,1536.02
2319.15,1205.26,1419.96
1538.04,1093.9,2094.59
204.72,96.6813,80.8277
3736.07,1975.89,1955.66
456.593,251.386,237.773
1029.27,620.942,895.506
691.833,331.584,274.023
1425.03,970.348,1907.53
479.048,296.7,477.379
1926.05,1309.59,2173.01
321.625,161.575,203.446
431.12,221.287,379.091
334.875,204.336,212.399
1566.99,802.431,1074.82
1224.24,827.718,1257.74
784.012,453.322,638.13
417.3,203.373,145.634
537.501,307.705,499.041
690.563,414.27,684.118
691.354,359.03,437.696
904.352,450.912,382
604.859,369.13,272.961
264.681,138.123,156.232
3643.71,2137.52,3157.69
1729,1207.53,2417.99
4320.24,3169.82,6296.06
704.597,331.293,322.884
3395.72,1743.64,1641.87
4085.25,2133.32,2553.47
3487.51,1906.52,2480.21
562.854,318.724,485.702
802.553,516.133,948.07
785.731,414.593,464.756
679.627,395.633,521.255
2000.68,1123.25,1648.81
675.462,384.133,447.372
249.578,147.487,164.683
1097.49,617.914,942.149
2552.88,1709.85,3169.77
329.217,136.513,151.711
563.369,368.032,617.154
1192.32,599.199,703.126
1041.86,531.742,506.609
4597.42,3336.74,7238.69
713.377,390.946,396.702
1288.77,749.374,1010.78
1024.02,557.068,674.542
856.237,472.311,751.914
1105.73,555.658,548.25
621.771,371.022,471.348
567.943,260.467,241.366
585.078,279.311,259.058
1154.37,611.304,577.004
821.701,401.307,379.545
426.078,193.477,175.804
1399.81,688.831,498.18
1760.21,942.534,761.04
602.992,363.387,463.157
854.102,479.565,613.1
704.814,398.276,358.33
621.288,324.859,340.871
8868.35,6443.31,13741.5
360.791,206.64,160.215
487.239,294.226,471.921
2593.9,1896.12,3732.07
1170.97,601.963,728.392
903.659,538.822,757.258
1253.03,672.091,667.85
1053.2,590.716,695.983
1228.01,667.925,993.254
2061.91,1264.69,2287.54
1560.19,899.267,1276.03
1670.68,1020.97,1753.44
925.125,471.029,393.134
669.544,389.559,569.421
1351.41,730.926,758.384
1806.93,963.642,1109.59
866.437,520.523,665.098
3255.58,1763.1,1466.01
1177.35,570.66,475.489
1439.83,711.174,647.281
1088.23,529.645,473.169
717.915,370.736,427.753
897.851,484.253,433.222
1323.77,809.127,1327.24
1333.85,764.521,1257.99
1191.79,683.937,865.144
629.623,351.374,393.253
2015.86,1172.36,1820.81
1391.17,887.105,1869.73
978.186,529.182,650.767
1889.85,1250.59,2477.75
1853.7,978.435,746.483
979.304,510.09,453.943
1089.92,577.867,654.946
1444.09,789.986,936.714
1452.67,727.731,742.927
831.385,571.336,1043.62
1340.86,825.757,923.046
2132.55,1152.92,1355.57
1007.25,532.671,567.452
215.387,178.127,194.549
1341.55,778.747,1006.5
602.387,295.858,379.406
313.578,165.191,176.063
1827.54,1218.81,2109.88
701.596,411.859,653.715
752.236,381.036,347.187
1235.3,689.431,800.625
590.275,344.361,441.873
1901.04,938.078,788.372
649.859,336.04,388.646
704.556,349.039,403.853
635.195,410.303,759.067
1357.54,739.159,756.532
2261.62,1219.99,1191.8
1238.36,622.358,404.36
1320.67,704.898,699.024
1931.55,1072.53,1285.45
1443.9,688.972,605.323
277.991,135.996,118.529
782.738,402.669,301.123
698.086,377.312,619.382
3163.62,1573.97,1257.22
1754.62,963.568,1328.15
6585.55,3510.59,3124.49
1172.96,657.386,950.46
1278.12,588.57,639.901
4631.79,2362.13,2316.14
840.117,434.586,399.215
721.611,360.66,340.698
1046.85,562.77,573.085
2596.07,1534.25,2120.55
3536.51,2285.29,4142.91
967.232,651.668,1133.81
1671.88,846.777,1054.97
624.235,327.194,467.955
551.419,315.664,305.563
296.853,168.728,177.898
424.997,249.494,303.453
543.819,366.295,706.394
352.392,229.053,344.188
847.055,523.82,766.418
996.656,501.147,364.316
734.058,436.862,722.12
529.584,281.282,306.188
1612.86,965.293,1638.65
194.73,108.177,182.981
767.406,428.012,752.338
388.244,252.744,458.882
1358.2,794.582,1108.94
1813.1,1159.04,2155.49
989.216,637.501,1114.62
173.991,97.8873,126.72
2314.13,1548.89,2830.59
1322.86,835.812,1378.98
1154.33,556.938,567.419
1673.94,979.066,1116.86
1298.76,627.113,430.722
542.632,346.476,461.548
608.371,340.129,477.308
1793.85,1311.85,2569.36
1053.53,546.722,559.749
458.03,241.184,372.134
1667.25,1083.48,2245.59
1022.37,481.004,478.754
904.187,487.791,595.87
1432.61,789.453,908.599
458.442,268.444,361.383
537.976,333.625,373.232
2855.03,1466.95,1259.61
649.648,372.177,429.797
1740.72,1026.97,1485.6
560.928,292.55,344.855
669.689,386.327,403.047
747.515,430.686,499.931
3385.49,1796.39,1833.3
647.41,389.969,501.29
505.517,274.479,239.061
573.755,344.294,522.426
721.645,402.367,392.432
1237.38,646.881,633.24
2468.88,1481.53,2158.69
469.891,278.905,529.921
3128.01,1680.44,1918.3
1663.81,925.208,1249.12
1074.46,538.414,725.24
643.33,338.608,278.164
1798.59,926.123,933.323
672.607,412.591,587.765
2489.67,1766.05,3448.5
1238.94,888.149,1695.8
858.665,461.356,719.11
519.855,304.808,397.435
2543.77,1534.25,2157.57
887.365,414.342,239.237
2917.67,2063.83,4281.61
1485.6,741.292,699.534
829.465,482.47,744.255
794.893,416.724,455.35
1776.52,1046.03,1167.71
289.802,150.76,193.038
1249.92,781.95,1259.16
906.894,444.877,302.061
1310.1,651.001,600.373
2636.43,1424.11,1717.34
402.737,254.903,486.112
655.613,342.255,302.46
1012.32,650.421,965.197
549.993,354.396,384.078
1821.21,1207.49,2131.25
4387.15,2033.4,1296.94
1932.29,983.082,1179.81
369.671,204.429,253.133
572.219,313.523,407.631
1246.43,587.898,429.361
368.483,203.638,406.491
923.03,490.49,493.4
702.642,520.989,1008.71
1354,668.295,662.897
1433.94,665.433,459.438
1962.42,1317.79,2272.3
1910.03,1347,2739.04
1334.8,669.004,632.795
742.216,470.459,499.644
880.168,619.611,1176.97
577.787,305.455,282.285
1072.27,655.694,1008.37
1191.36,705.576,1106.6
1165.49,751.065,1555.3
602.5,361.893,502.194
2653.09,1477.45,2233.92
1574.5,900.501,809.911
901.543,442.729,532.087
1327.55,707.769,625.622
1021.66,513.361,523.687
1482.99,856.839,1098.9
513.622,300.524,301.966
659.372,369.502,288.995
852.107,484.428,485.517
483.894,244.236,192.15
628.759,382.683,616.963
2365.6,1504.96,2799.72
766.192,494.505,805.671
1866.34,968.992,784.658
666.683,375.123,404.513
552.618,338.04,462.588
1974.32,898.194,620.912
174.928,76.0232,103.896
1099.73,584.634,514.088
1357.27,803.781,925.883
2257.89,1243.03,1102.87
1543.94,892.755,1363.82
879.29,503.511,844.011
4046.48,2184.43,2395.72
577.448,290.628,318.03
665.284,374.783,462
614.864,342.609,518.991
649.458,397.669,530.461
713.116,423.118,557.948
3170.56,1610.9,1259.99
1239.16,585.773,534.127
3017.66,1471.92,1671.18
1348.74,824.219,1473.86
487.931,231.62,201.143
529.542,354.992,630.228
4024.28,2244.98,2782.45
341.625,203.546,227.065
1643.89,911.284,1017.37
689.671,412.621,686.654
1181.7,795.516,1290.39
858.859,611.947,1190.76
1140.76,575.085,477.997
784.453,449.484,399.236
2030.12,1112.51,1028.01
742.404,399.965,556.311
3085.55,1855.88,2992.63
1007.3,527.382,520.347
603.302,359.736,365.875
3484.91,1829.7,1552.52
2453.38,1273.93,1463.64
1781.69,874.428,855.776
937.996,526.11,884.868
1044.28,575.577,531.674
1053.64,588.768,771.952
996.55,648.286,916.977
1350.58,968.589,2035.69
2580.4,1419.79,1496.21
1201.54,696.103,992.573
2697.34,1890.56,3881.89
3277.08,1710.54,1488.94
424.828,209.549,170.599
1151.36,567.294,493.42
654.66,397.823,552.648
2628.83,1788.97,3099.12
1357.24,867.504,1671.69
1003.53,616.002,1025.74
1137.43,516.743,481.177
1323.63,673.085,756.977
728.924,395.169,423.846
746.955,429.637,629.691
1239.51,799.676,1470.66
2237.32,1131.64,1057.73
1721.6,1177.78,2357.48
1140.02,575.318,431.83
871.531,459.874,411.285
3243.53,1693.05,2200.05
695.184,339.467,404.747
542.588,302.283,324.723
3823.12,1854.01,1456.37
242.721,143.812,123.578
1069.8,710.591,1381.51
2309.75,1290.23,1663.31
1304.05,688.521,834.085
749.264,369.069,311.353
920.82,448.688,334.771
2952.57,1908.8,3334.39
1562.21,811.413,820.762
803.643,468.739,800.834
2177.54,1322.1,2081.64
416.569,219.894,179.244
951.809,509.601,681.657
188.525,95.7832,117.45
1353.41,736.157,924.089
1675.57,917.559,1049.27
753.573,418.155,568.376
1991.07,1088.18,1009.96
634.951,390.272,282.658
1373.29,843.848,1414.01
588.903,268.724,269.755
2755.26,1741.61,3268.03
1770.75,1099.44,1901.54
3622.8,1864.4,1482.72
730.203,392.047,400.188
2253.23,1147.2,1156.28
851.047,503.859,752.635
1193.58,697.959,698.475
1452.97,795.803,848.651
1918.84,940.829,918.279
1201.13,803.706,1709.58
260.353,145.657,125.39
1019.56,549.896,716.502
532.989,280.153,327.872
622.133,326.299,383.704
1059.97,584.415,843.835
4270.7,2168.2,2058.41
1543.04,735.346,655.521
1047.33,622.165,749.573
414.671,230.42,191.888
462.994,219.253,156.93
665.352,370.636,404.445
719.659,431.493,659.284
806.374,441.376,408.361
813.51,460.848,428.305
2410.57,1376.75,1594.76
959.728,498.746,749.962
1668.35,848.709,793.633
619.966,316.306,238.269
554.707,264.732,268.813
952.289,508.451,521.418
1546.41,813.156,810.27
470.678,266.254,359.723
267.167,164.34,178.137
1793.1,890.93,1117.51
2548.04,1589.6,2937.36
718.112,344.18,313.106
1050.17,588.682,743.417
1428.98,781.625,839.702
2365.58,1144.37,841.563
1297.12,795.551,1098.79
1722.34,945.292,1041.31
510.378,259.384,366.038
951.142,483.643,547.115
1504.96,919.92,1056.8
341.467,204.484,288.021
3433.28,2178.97,3852.01
947.004,495.859,320.308
534.377,282.795,512.963
1887.38,1090.73,1794.09
1232.38,740.806,1267.44
340.119,211.041,240.291
1675.6,1047.68,1673.77
203.69,98.6253,162.398
2103.78,1070.12,1025.19
2392.95,1791.7,3785.96
372.77,241.165,352.901
1705.37,853.469,693.145
1113.77,568.143,552.433
962.169,579.869,916.36
8339.23,3979.16,2663.47
674.497,381.369,321.348
