11.4855,11.5389,7.02355,20.2625,76.3968,100.63,32.1848,1523.95,20.197,7.7282,8.9561,34.2134,44.0098,69.0204
11.4959,11.5264,7.04723,19.9097,75.8086,99.973,32.2158,1505.04,20.2633,7.78437,8.69772,34.3791,42.951,67.1535
11.449,11.6007,7.05685,20.0896,77.3244,101.824,32.5264,1535.43,20.39,7.79952,8.80032,34.5514,43.501,68.2979
11.4574,11.9118,7.06825,18.42,80.7516,106.565,33.0667,1557.19,21.7214,7.9459,7.27717,34.7687,37.6594,59.7469
11.368,11.6691,7.01681,20.0709,78.6532,103.461,32.5091,1558.48,20.5254,7.73193,8.70894,34.2655,43.1852,68.2791
11.5332,11.4975,7.09796,19.9685,73.9977,97.989,32.1754,1474.43,20.5213,7.92729,8.87833,34.6773,43.476,67.3018
11.4867,11.6353,7.01475,19.9402,77.5673,102.205,32.2999,1536.6,20.5699,7.74681,8.64457,34.1831,42.8069,67.4469
11.2903,11.5576,6.97159,20.3499,73.3777,97.599,31.2461,1474.47,21.1121,7.79468,9.19141,33.5186,44.2847,68.8328
11.301,11.8417,7.01284,19.4244,79.6701,105.18,32.5707,1560.98,21.5084,7.83527,8.15787,34.2286,40.9292,64.9029
11.4427,11.6865,7.02733,18.8817,74.5776,99.3299,31.7252,1460.74,21.6904,7.95014,7.93143,34.0443,39.4797,61.5526
11.4373,11.6156,7.09416,19.0403,75.4432,99.9378,32.3551,1478.49,20.9843,7.96426,8.03011,34.7209,40.1934,62.6504
11.3057,11.6094,7.01029,19.9603,79.0383,103.64,32.5926,1562.55,19.9877,7.64841,8.56254,34.2606,42.7596,67.7717
11.4872,11.5247,7.01691,20.2568,77.2607,101.476,32.332,1538.85,19.8662,7.66431,8.88886,34.2275,43.9053,69.1241
11.3021,11.6831,7.02368,19.9575,78.9711,103.845,32.6044,1561.18,20.542,7.74222,8.60307,34.3432,42.81,67.7333
11.4083,11.5845,7.00675,20.2032,77.8604,102.321,32.3497,1548.07,20.1313,7.67395,8.82673,34.1559,43.6414,68.882
11.4615,11.5612,7.02913,20.159,77.7043,102.072,32.4679,1544.01,20.0064,7.69815,8.80255,34.3526,43.5963,68.6851
11.3378,11.6816,7.02623,19.8522,78.6115,103.466,32.547,1552.44,20.6286,7.76181,8.53424,34.3411,42.4882,67.1326
11.0403,11.8187,7.03746,20.0475,80.1127,105.553,32.8211,1582.92,21.2325,7.83928,8.67971,34.4887,43.0985,68.3259
11.2043,11.7977,7.06981,19.6429,79.2297,104.556,32.8465,1557.76,21.3116,7.9169,8.3908,34.7256,41.9127,66.1348
11.5279,11.5522,7.05523,20.1978,73.5039,97.6912,31.7733,1471.86,21.0164,7.92518,9.10437,34.2451,44.1156,68.2644
11.1184,11.6915,7.01924,20.3421,79.4924,104.42,32.6784,1579.54,20.4635,7.71864,8.90447,34.3363,44.0555,69.8314
11.4676,11.5436,7.02438,20.2064,77.4952,101.79,32.4101,1541.59,19.9374,7.68356,8.8449,34.3028,43.7507,68.9017
11.4286,11.5456,7.00521,20.2345,75.3876,99.6119,31.8646,1506.04,20.5105,7.74926,8.98414,33.9717,43.9046,68.6666
11.2281,11.8142,7.19663,19.4818,77.7028,103.055,33.2852,1526.34,21.8348,8.22762,8.42197,35.727,41.94,65.3366
11.414,11.8438,7.0212,19.4957,79.3916,104.897,32.5611,1557.71,21.5899,7.86349,8.24097,34.2835,41.2187,65.2599
11.4652,11.5681,7.01678,20.1905,77.637,102.028,32.3756,1543.76,20.074,7.6864,8.82848,34.2353,43.6554,68.8104
11.4739,11.5279,7.02077,20.244,77.4337,101.669,32.3878,1541.48,19.8428,7.66594,8.87161,34.2733,43.867,69.0907
11.485,11.5512,7.02038,19.8681,75.9365,100.199,32.0627,1506.6,20.4038,7.75489,8.64771,34.1444,42.6935,66.8869
11.5664,11.7351,7.13654,18.1879,75.1404,100.092,32.4572,1454.95,21.8752,8.1589,7.3642,35.0149,37.4375,58.2389
11.4897,11.5335,7.01407,20.1018,77.6662,101.931,32.3912,1542.16,19.8185,7.64877,8.73411,34.2289,43.3428,68.3644
