P1(),P2(),P3()
1011.34,703.417,272.042
1689.14,1144.73,445.709
814.264,611.879,208.973
1763.73,1216.64,491.04
1550.75,1142.43,427.457
1028.22,658.825,247.319
10028.6,6955.39,2587.32
5886.89,4012.66,1648.51
2551.64,1758.21,643.456
1067.44,728.428,310.467
1498.57,1108.54,418.874
801.462,556.291,215.713
1294.25,810.276,321.771
881.792,655.434,250.714
1362.08,930.856,362.551
882.161,609.543,206.329
1028.71,719.949,287.534
1374.42,984.465,359.016
836.29,564.297,226.363
747.312,519.533,178.268
1048.05,765.247,267.44
834.371,552.647,248.351
472.489,362.058,150.363
1017.32,717.566,261.386
786.004,512.757,179.798
401.295,282.618,108.349
1500.18,995.546,394.811
391.428,275.441,106.563
2777.13,1957.91,724.08
376.234,276.176,109.161
889.443,640.692,230.996
1241.96,877.198,318.255
359.68,255.557,83.7387
792.225,499.292,197.383
928.75,631.97,250.259
1175.39,806.936,319.835
1050.85,714.907,275.391
1735.88,1172.35,488.589
1164.42,806.516,292.012
1344.67,943.549,341.036
604.828,393.711,172.233
590.959,475.455,185.213
658.318,380.072,174.006
1086.07,772.751,269.473
2069.12,1463.8,540.12
593.299,418.579,167.382
2978.26,2059.34,810.255
1950.3,1424.07,573.692
1059.71,727.914,289.352
2097.62,1425.83,522.449
836.52,603.777,227.375
1422.74,972.872,409.801
1425.12,1017.31,382.85
712.277,475.852,199.443
733.394,490.032,196.798
1442.75,982.407,345.041
2313.35,1664.76,585.074
441.961,308.969,119.479
1523.15,1066.44,378.302
3484.07,2462.96,905.201
4174.11,3065.57,1127.97
1573.87,1064.44,398.259
714.121,444.531,163.298
774.368,532.02,182.705
470.517,317.042,111.201
525.134,406.703,178.041
2058.69,1408.62,539.606
1243.63,795.509,281.469
1045.95,645.268,281.098
1130.71,734.427,265.603
1167.16,840.457,303.106
704.921,490.88,199.309
6376.79,4492.75,1783.64
4034.12,2811.61,1047.4
270.139,172.364,60.5654
1219.23,877.689,294.894
1332.96,935.203,359.166
246.099,194.34,83.4439
1059.3,739.931,250.286
998.624,708.683,267.937
2565.92,1781.65,670.86
883.249,624.392,242.124
1140.43,752.556,356.043
711.717,447.192,218.151
372.219,252.969,84.5412
1052.19,756.735,308.164
2075.62,1406.14,558.043
1256.37,872.673,326.673
1689.75,1181.53,463.664
2258.56,1506.07,558.003
2848.91,1991.2,745.709
384.76,336.14,96.4496
1025.57,736.682,267.312
1790.06,1252.68,490.211
1097.68,788.703,294.347
3237.3,2289.59,894.457
860.462,638.752,226.521
640.457,475.885,170.261
611.548,417.046,168.224
792.206,564.444,198.065
1261.51,883.262,344.504
1778.55,1226.73,450.557
2901.53,2084.35,786.402
1051.74,709.341,283.553
474.189,317.872,132.951
1956.4,1324.66,530.998
447.55,292.088,111.386
1492.88,1126.33,420.898
583.267,416.981,141.307
1746.91,1166.67,458.803
474.605,325.091,144.711
1213.23,863.252,302.817
1809.52,1246.27,465.718
481.985,321.012,133.119
1347.65,928.8,336.629
607.22,446.288,178.44
434.324,273.281,96.5861
1686.6,1129.39,486.574
831.775,541.785,207.695
1142.13,790.572,305.442
2077.51,1432.86,584.687
1553.09,1042.2,422.2
1458.25,1067.58,423.56
1019.38,739.713,322.802
430.976,278.313,123.257
1031.39,718.985,263.078
1829.16,1291.48,495.944
2538.92,1833.85,723.079
1558.55,1020.15,417.091
715.9,517.931,199.894
1326.85,917.825,368.573
426.123,274.172,121.856
1047.69,715.942,270.481
674.31,441.97,182.201
445.637,298.731,107.869
1478.22,1022.85,386.325
2109.69,1500.96,602.366
2067.51,1346.75,571.292
345.534,237.396,95.0429
698.323,460.226,225.166
1435.04,1004.83,371.264
643.868,451.467,157.852
718.039,449.248,195.88
1646.26,1142.21,431.762
618.484,387.11,164.704
2824.69,2006.16,789.585
1704.11,1165.09,477.955
603.794,479.358,168.544
1369.59,914.846,370.509
2006.45,1415.06,541.069
1337.91,944.861,365.731
1497.24,1080.22,408.204
1191.68,845.254,344.033
1979.8,1321.33,525.244
2028.69,1473.71,503.677
2893.53,2056.04,812.813
1752.06,1215.36,449.828
1512.21,1054.45,383.078
2881.01,1926.66,799.718
503.136,348.475,130.123
992.039,668.054,250.978
3526.55,2553.09,940.025
2310.38,1472.12,600.411
1240.41,837.692,280.233
677.164,472.493,175.744
1380.9,977.371,387.481
1845.38,1313.82,534.276
393.934,265.844,114.443
1638.05,1167.06,439.778
1475.93,1015.4,404.495
881.648,550.906,200.529
2721.48,1842.39,660.969
632.908,452.246,183.308
752.221,543.471,213.989
1731.07,1215.48,465.788
1846.61,1334.89,482.476
1775.79,1221.24,476.579
891.752,570.484,233.752
3179.76,1995.85,807.669
665.285,468.034,159.593
2855.05,1990.46,822.395
519.455,337.984,132.738
1641.01,1151.91,414.776
497.846,325.891,121.21
4133.47,2895.64,1068.38
1022.37,697.85,269.673
510.791,371.962,148.454
834.807,582.836,191.083
1930.04,1302.06,514.288
1006.62,660.751,269.312
2441.95,1671.61,635.463
2447.16,1710.67,640.613
2734.12,2065.22,769.551
702.07,485.017,179.241
384.556,216.499,77.4422
1557.89,1194.38,466.394
811.561,582.585,184.356
3973.11,2802.61,1106.36
1082.34,754.663,285.717
239.152,187.435,68.2882
543.616,347.363,125.493
1534.35,1093.04,429.441
445.682,321.158,118.897
1724.56,1237.67,464.176
758.321,516.636,193.269
1038.53,761.599,302.968
204.436,149.637,46.5709
1576.2,1094.42,376.586
830.098,506.822,200.904
1336.58,929.02,347.211
450.106,337.373,126.902
1797.79,1292.63,490.437
636.672,448.866,150.101
1178.58,778.795,311.631
1437.74,1016.51,420.027
1390.56,929.053,331.45
2334.47,1667.57,646.495
1478.01,947.507,340.757
948.25,674.716,244.652
1351.08,899.957,339.391
733.94,498.438,187.307
1756.21,1198.34,509.348
1530.37,993.037,388.817
776.888,515.123,209.499
958.862,615.494,249.75
605.081,429.901,144.738
450.995,313.796,126.911
3154.69,2176.32,876.161
996.163,750.746,271.916
2343.55,1523.51,583.908
287.777,212.194,92.6634
1572.98,1089.33,412.038
992.332,601.719,233.353
467.36,343.302,124.276
820.105,545.555,201.599
6202.29,4380.45,1767.19
1586.06,1077.09,440.311
1009.53,685.793,232.641
1649.14,1120.68,391.52
1541.27,1111.65,403.148
2849.12,1940.44,710.345
271.945,224.81,84.2771
1043.96,692.292,268.221
1164.9,776.737,295.487
1740.4,1180.6,495.643
799.806,544.13,220.391
883.913,602.724,229.647
258.719,203.4,75.7788
2480.72,1666.39,633.912
839.41,544.571,205.311
1191.46,795.573,302.921
580.806,385.522,119.326
1078.94,810.971,290.301
1845.61,1342.37,485.723
1554.97,1069.3,381.437
1426.42,990.024,342.514
221.283,166.115,75.8053
1402.81,966.664,342.278
1270.8,958.423,356.613
2402.35,1756.55,676
1720.41,1087.74,432.133
762.983,523.211,213.633
2217.66,1532.86,630.348
1234.75,903.559,359.52
830.063,559.486,236.033
944.239,648.999,217.872
673.861,449.184,196.015
629.929,473.076,182.365
1408.16,943.096,375.979
1834.07,1236.53,460.998
1035.14,705.457,274.597
646.814,469.064,162.457
2554.72,1866.7,692.603
1189.97,830.321,298.858
419.884,305.172,117.553
731.741,436.678,217.707
734.053,507.848,212.122
791.473,546.532,194.385
2586.26,1666.35,652.383
1222.3,889.843,332.135
904.688,609.786,233.203
506.624,316.898,131.112
1455.28,1055.89,375.711
3209.91,2187.5,805.334
883.597,580.801,227.265
1163.23,826.532,301.233
2772.23,1957.77,693.846
485.887,302.868,115.154
1400.07,932.881,354.066
645.014,453.068,172.046
374.49,278.849,87.6181
1532.9,1042.36,405.782
1621.68,1152.54,419.672
1217.72,842.351,318.476
350.812,244.737,100.476
1594.65,1086.38,413.032
3498.59,2522.65,968.683
1061.13,722.99,278.505
1208.44,759.829,282.625
998.36,738.152,303.574
726.247,497.473,194.452
1210.47,813.03,326.477
5780.68,4072.11,1599.51
1089.5,719.176,273.447
758.199,531.973,190.149
2640.07,1851.68,711.391
1229.68,860.593,313.065
1360.71,966.542,387.556
400.076,288.214,102.905
1472.24,1079.16,397.148
1920.93,1365.36,485.685
2141.84,1385.74,594.923
896.487,601.377,214.875
2492.62,1743.49,672.362
1621.56,1163.81,441.41
2735.27,1790.67,676.744
2606.86,1794.5,737.976
1279.47,822.361,352.919
637.5,411.802,180.163
824.585,541.551,179.569
1594.01,1154.11,476.78
490.659,355.823,125.65
2516.23,1826.41,675.113
1277.94,944.244,373.778
1821.17,1239.24,506.385
758.98,502.661,192.597
5234.03,3675.47,1440.2
907.929,604.866,236.935
1714.29,1187.72,454.176
2576.65,1742.05,704.272
901.879,658.497,229.618
409.837,330.399,120.835
1564.91,1052.08,444.26
775.472,561.955,205.134
720.793,509.151,173.532
951.202,644.392,259.822
1968.43,1334.13,518.351
486.896,316.672,135.843
3377.95,2264.87,896.061
253.938,182.385,59.7082
1998.22,1366.05,542.174
786.851,557.869,208.86
1842.58,1268.86,491.617
1165.28,829.601,317.027
397.146,270.411,95.3267
1412.37,1002.67,370.006
571.757,412.124,156.799
2095,1463.09,521.085
812.485,514.921,213.392
697.431,454.384,195.912
1054.52,743.858,292.83
1019.24,639.926,283.243
998.52,737.376,255.332
815.019,546.837,217.445
1052.36,729.801,268.518
1375.92,939.449,355.009
1417.42,923.783,380.809
1204.82,784.062,342.818
723.688,502.543,229.412
2735.15,1869.14,734.456
1412.93,912.791,331.697
883.085,588.125,211.766
1283.33,882.113,318.38
2543.71,1744.62,578.691
1035.32,721.819,279.799
462.064,339.995,123.276
1032.59,705.573,279.036
452.383,282.991,117.117
1189.98,809.334,319.499
917.867,649.337,249.081
3598.11,2477.95,1003.59
1392.44,943.923,371.721
2189.76,1560.27,627.427
731.552,515.793,179.86
4674.58,3332.06,1246.52
399.731,279.523,82.8033
340.027,219.341,88.7361
6539.13,4571.66,1773.42
2557.42,1764.61,740.527
1581.46,1034.69,387.879
880.816,580.874,205.628
1434.52,919.258,385.636
932.522,708.459,262.217
3255.71,2189.79,873.732
2262.28,1604.93,639.785
632.512,416.959,143.198
653.631,442.396,185.67
251.517,169.837,54.7575
2034.43,1345.95,526.507
942.258,688.584,234.936
3251.74,2276.17,892.46
411.282,338.542,121.575
460.052,293.503,141.934
2850.2,1935.5,819.339
1088.47,782.304,288.507
2233.23,1503.37,611.393
362.629,266.672,103.294
2147.61,1425.51,544.284
1134.04,831.594,322.833
1039.99,770.868,259.957
868.709,608.462,233.373
2850.77,2009.03,797.506
815.022,597.765,221.101
898.511,601.45,210.136
741.194,495.212,201.186
3594.1,2425.61,937.812
1724.36,1191.29,484.259
569.737,381.162,151.119
3656.58,2548.68,886.424
398.505,262.396,101.748
2971.91,2129.1,735.261
1232.9,824.711,300.357
2098.96,1456.03,522.636
1008.19,650.453,264.917
3058.36,2093.79,813.075
682.102,481.89,203.267
544.087,349.139,125.742
3158.82,2203.02,853.794
862.928,606.32,234.743
617.193,455.002,177.367
792.378,531.725,219.447
1992.33,1341.94,524.284
902.672,675.194,259.997
1189.85,735.229,321.453
2311.53,1654.43,567.998
1572.58,1080.22,483.273
1344.53,966.649,349.449
1811.65,1319.21,513.664
2053.03,1473.9,538.021
2459.4,1744.77,660.167
657.485,455.738,171.15
1670.22,1107.48,447.421
1434.2,1014.58,352.066
3492.88,2470.7,977.335
2833.97,1976.58,852.212
268.645,183.78,75.6049
3153.16,2199.93,873.469
431.149,327.602,114.82
1431.61,1008.25,372.122
506.127,347.714,134.026
1435.75,1034.41,376.899
965.89,663.045,243.963
931.991,655.667,216.431
579.601,409.301,149.108
1890.5,1318.9,434.311
2760.49,1971.23,787.133
842.134,580.96,205.947
2624.62,1821.27,662.646
357.464,267.784,108.757
1300.97,944.869,343.07
1668.44,1214.23,454.371
1849.5,1261.55,498.22
907.813,620.021,209.808
1193.63,817.539,327.671
1790.74,1167.54,429.695
798.879,543.777,197.728
1039.16,658.905,266.92
2224.4,1555.62,584.248
1256.24,860.859,314.904
2333.48,1619.92,616.553
1424.44,950.107,354.433
2012.91,1384.2,508.989
2346.1,1576.05,600.252
713.447,495.995,184.968
1889.93,1309.66,538.707
1558.26,999.698,394.782
345.398,240.267,96.711
772.877,493.564,162.507
1131.36,833.495,306.115
1192.97,784.063,334.9
1673.54,1182.17,489.484
780.125,494.767,203.334
1981.13,1359.02,574.472
561.871,396.132,141.164
1615.34,1129.29,406.145
495.68,339.97,154.03
1510.68,1033.13,356.586
94.2206,63.5873,27.4064
2544.46,1782.21,714.029
786.895,513.44,204.45
2126.61,1479.25,564.479
3799.77,2772.84,1010.2
4631.7,3242.21,1128.75
683.396,487.922,162.832
4250.13,3013.72,1144.29
2257.59,1534.18,613.263
915.8,616.11,243.629
426.118,282.418,83.213
411.581,299.604,118.971
647.564,506.938,179.037
854.264,556.285,230.195
148.41,94.7589,38.6835
252.434,170.35,64.8598
621.771,438.815,194.416
2712.44,1915.75,678.981
462.884,299.295,111.48
1534.11,924.981,408.7
2487.31,1729.94,733.202
1523.84,1058.46,381.027
569.314,383.628,150.377
1588.58,1065.48,414.599
889.906,646.672,227.823
3556.67,2353.17,958.41
947.096,677.851,242.971
914.588,651.378,252.782
830.888,564.207,230.377
895.019,624.475,211.126
573.043,411.331,132.413
1159.54,832.481,295.484
1505.59,1054.35,378.849
6050.2,4307.12,1620.44
2184.23,1621.47,615.997
2033.51,1350.09,506.431
601.76,410.845,148.492
899.209,671.101,248.721
1914.68,1344.76,517.334
991.587,721.983,274
605.345,450.688,154.299
1173.63,798.481,298.243
1786.74,1238.41,467.753
1597.7,1006.16,394.636
698.781,463.524,184.362
1309.5,929.446,361.133
622.744,391.791,152.073
1632.04,1102.24,417.044
3158.23,2215.69,897.959
440.796,357.661,108.379
1008.74,689.552,263.695
922.856,639.665,273.667
4509.97,3260.14,1196.83
2307.95,1626.34,644.344
2057.06,1403.39,509.519
1512.51,1009.43,359.256
609.134,413.153,163.846
705.119,507.998,173.846
1129.37,807.763,316.193
1781.7,1196.9,490.926
2671.13,1789.94,714.301
1135.86,733.586,278.089
3163.18,2136.07,878.671
1468.74,1016.85,366.916
2119.03,1473.6,542.499
2097.84,1418.99,515.242
449.26,306.11,126.34
1018.48,739.127,278.354
1000.25,694.13,275.882
601.238,444.223,160.274
972.093,601.825,246.42
854.98,587.551,217.038
1097.77,746.792,290.169
522.116,343.856,151.169
694.169,499.18,190.156
340.381,249.789,86.4015
2244.31,1560.55,560.771
697.265,504.748,201.164
1979.38,1332.33,487.15
319.799,224.971,81.2312
804.158,606.948,212.517
2777.26,1909.02,721.042
870.75,639.883,226.033
1125.19,829.205,340.435
928.468,677.561,253.206
2216.68,1568.02,603.326
1404.87,944.593,362.089
446.56,328.917,136.804
1483.1,997.544,368.188
1729.81,1272.92,481.489
1081.38,697.774,274.9
2995.27,2145.75,804.331
1323.57,902.48,373.047
575.823,401.052,142.842
670.768,428.766,195.915
1498.46,1072.3,418.036
612.816,440.118,165.088
1977.34,1356.25,517.466
1699.18,1194.57,445.638
260.962,164.631,59.6144
647.5,465.023,169.505
1368.52,1037,396.839
4442.59,3041.59,1166.98
934.18,626.605,225.787
794.292,527.3,202.643
1288.98,861.514,368.396
2248.59,1587.47,592.229
913.124,651.906,247.655
1150.56,805.336,308.024
2267.87,1525.43,612.548
2031.48,1440.82,574.611
3367.17,2278.31,876.474
1703.47,1281.6,509.41
205.48,179.348,74.2917
1163.8,781.061,295.413
434.069,264.569,117.593
1233.75,871.766,340.072
593.583,416.678,138.509
336.795,243.649,98.8773
473.707,331.693,122.963
1418.45,1043.48,387.439
1188.65,842.834,313.327
1231.74,761.365,323.236
1990.78,1475.6,576.898
1483.71,1100.67,365.794
1250.19,772.283,298.5
3182.63,2287.2,841.502
832.274,539.316,257.261
1446.57,1098.41,368.808
715.533,513.017,194.834
646.325,450.987,169.106
972.202,681.19,273.893
1390.67,948.764,348.958
572.291,394.8,148.465
1249.56,873.86,310.242
415.776,276.745,102.473
965.51,665.267,299.334
2275.93,1517.93,605.574
673.794,468.711,172.338
2550.93,1798.75,747.652
1228.31,759.128,321.487
2061.75,1445.51,544.418
510.05,356.166,135.349
359.176,264.347,96.5768
1545.61,1089,394.238
1522.19,1104.69,421.341
2362.56,1559.21,599.142
814.632,552.905,192.494
685.001,402.44,147.119
3199.94,2262.37,864.42
2491.48,1753.16,690.8
1211.8,810.002,310.246
726.538,458.945,198.934
1408.03,991.903,357.979
1282.4,880.572,368.764
2907.67,2101.49,805.507
1679.06,1141.19,513.587
1116.63,724.662,327.836
966.402,688.617,264.871
1072.57,720.183,251.263
1342.41,891.608,350.558
843.339,621.268,245.794
1703.87,1284.05,478.953
1305.84,887.232,327.876
5496.5,3798.87,1497.33
912.64,697.09,264.923
1153.14,776.636,311.849
848.921,555.258,245.547
1223.56,819.025,315.712
2559.54,1961.48,756.28
1856.81,1253.12,504.57
557.153,379.78,143.241
426.355,313.087,114.398
874.919,616.39,252.211
865.443,597.639,226.329
892.929,621.872,253.982
823.648,529.732,196.914
687.742,518.683,184.495
1026.33,748.698,259.207
710.801,511.851,176.846
753.128,530.741,203.528
267.279,187.425,67.1046
5268.93,3766.19,1414.56
638.457,417.379,184.884
859.377,624.962,212.15
1884.37,1356.63,455.428
257.966,198.572,91.0755
1622.9,1078.61,394.961
1710.09,1198.3,460.739
4000.8,2759.72,1033.46
1806.61,1303.15,506.741
915.153,647.306,245.409
831.248,567.101,223.639
862.372,567.364,232.901
4313.81,3032.87,1179.55
1065.7,762.402,269.003
613.318,384.098,162.699
1755.29,1196.95,401.788
781.208,541.469,169.822
1040.82,737.252,308.818
1238.6,895.971,346.677
670.821,483.358,187.041
217.12,146.584,63.633
285.963,192.56,65.5177
534.387,435.44,139.74
1156.04,826.03,303.026
2340.94,1641.81,620.486
1186.86,746.82,311.199
741.891,527.205,186.73
1972.96,1334.59,469.951
579.901,417.7,149.454
2389.99,1692.51,639.671
623.682,447.936,178.822
1327.36,832.179,321.666
2102.68,1488.72,585.806
1585.47,1077.81,367.825
528.329,374.026,152.946
944.655,641.593,245.538
944.194,699.766,238.02
5594.3,3931.56,1499.56
5334.88,3721.6,1478.79
1144.74,736.411,255.81
914.3,590.149,237.918
1495.4,1010.02,418.692
976.668,626.16,250.487
1185.5,797.019,320.961
2200.46,1615.6,627.618
420.363,277.469,112.993
6200.21,4121.87,1536.9
2394.72,1648.34,610.718
1362.49,915.274,353.609
859.969,625.745,219.24
1088.82,783.685,291.709
1375.76,972.057,396.379
426.878,330.675,117.877
885.066,638.597,231.619
517.2,345.197,138.824
806.596,574.751,209.116
488.24,348.777,116.496
1225.04,886.26,312.029
456.918,325.095,112.323
578.606,339.317,121.62
1340.27,924.205,311.15
4056.69,2948.35,1140.59
2298.65,1594.91,626.187
708.721,459.921,209.593
718.653,451.279,150.739
870.618,649.827,247.086
1032.4,721.405,300.135
1213.51,819.716,287.913
3839.53,2565.47,1022.42
1415.39,887.322,366.687
3428.19,2368.66,967.879
629.203,445.134,153.78
721.819,480.055,185.308
875.407,619.237,229.864
1097.06,837.203,279.089
1300.34,889.631,356.258
2392.92,1750.36,651.474
663.614,469.474,174.355
956.042,695.147,244.108
547.605,375.076,140.415
818.758,581.548,238.821
1065.86,778.79,292.063
819.422,577.034,247.909
358.35,285.645,107.706
743.311,515.351,166.006
1557.8,1087.37,429.032
781.422,563.89,221.084
930.228,642.424,296.344
1125.52,707.245,303.926
1572.3,1141.58,371.27
622.765,415.195,156.603
1938.23,1366.53,512.148
701.591,469.482,184.452
1202.85,847.031,305.4
2021.41,1389.16,526.95
985.424,714.884,271.566
764.64,497.946,195.215
898.175,567.654,217.744
1306.88,863.685,390.395
1765.19,1168.07,415.555
496.194,383.411,132.203
1369.81,1003.74,361.504
636.369,415.534,165.896
653.732,439.159,178.493
4800.58,3233.97,1192.43
879.317,558.763,220.762
1923.01,1387.88,567.631
1629.83,1156.04,455.404
1128.5,852.174,300.153
3747.96,2521.34,943.424
3428.9,2437.86,979.416
2524.47,1796.42,692.933
1396.38,988.885,365.105
1831.58,1218.4,464.103
927.833,635.587,259.359
797.164,553.65,232.353
820.164,623.774,237.21
812.875,547.434,194.077
939.145,622.166,260.232
950.222,725.41,277.189
1057.59,709.87,290.441
2401.21,1665.61,599.887
2602.26,1792.21,680.168
1611.18,1195.46,455.263
1078.01,779.592,306.637
1324.63,913.042,369.669
839.04,552.28,219.252
746.355,500.991,187.278
876.816,628.755,224.256
2242.35,1511.38,594.357
2143.53,1454.51,616.904
498.418,333.702,108.188
1779.93,1181.92,475.986
819.498,587.218,207.211
726.418,584.766,204.986
964.454,702.307,278.128
590.457,408.645,151.08
1222.48,893.049,331.638
2148.49,1559.24,607.548
2849.78,1879.18,720.511
2956.68,2138.69,829.421
1216.07,875.46,320.166
701.125,539.558,192.087
1014,685.117,233.067
3857.77,2781.9,1016.77
1530.54,1035.81,419.877
946.235,596.371,242.557
26629.8,23501.6,19243.6
2394.92,1670.19,649.234
1249.22,833.442,333.946
3111.08,2059.59,788.139
664.904,483.873,171.543
1010.19,767.587,284.226
1273.22,850.417,335.962
349.928,244.185,92.8745
1244.39,872.034,340.667
1211.78,864.301,331.859
546.015,401.585,157.331
467.804,294.722,140.627
3264.14,2273.61,841.079
662.208,451.955,160.036
871.314,588.858,203.699
400.359,251.177,98.3499
1787.8,1238.86,477.228
788.724,537.283,218.709
743.712,555.154,187.413
793.428,565.268,216.048
1394.01,963.104,343.078
1720.55,1205.83,465.1
772.844,568.278,209.628
1668.9,1128.77,382.021
1544.31,1130.22,430.507
2118.92,1461.63,541.532
801.743,462.275,183.738
1526.76,1054.84,392.393
845.045,604.5,240.776
1266.21,962.841,331.863
4615.99,3221.97,1345.53
4317.06,3009.29,1195.32
1123.44,778.874,288.785
967.566,677.883,230.755
732.62,468.709,195.421
695.865,472.8,184.687
621.879,450.637,145.4
1253.12,867.733,346.379
2703.01,1811.26,678.528
533.885,362.92,127.139
1671.75,1136.7,425.607
449.139,312.814,119.532
407.055,274.597,108.402
1658.4,1248.17,466.188
357.404,251.995,105.826
934.98,629.695,246.593
456.445,305.506,89.5875
845.071,549.688,196.836
2833.76,1863.21,744.622
464.287,287.762,145.236
1036.49,754.959,273.851
848.282,606.018,224.561
749.921,548.172,229.91
2124.69,1548.99,553.22
1532.51,1012.55,378.76
1020.69,673.354,285.848
1915.38,1344.31,529.911
2835.87,1955.6,732.527
1227.58,865.497,294.972
1114.81,751.688,314.54
576.759,375.824,160.596
849.671,614.749,195.66
530.987,403.431,174.484
332.08,228.256,89.3466
1562.52,1126.66,404.324
1375.68,954.681,349.883
879.187,578.04,237.643
1274.33,919.55,345.211
1868.27,1237.05,491.355
2347.23,1602.97,648.78
2639.34,1769.12,703.097
1443.65,1030.07,385.321
1311.69,906.041,358.642
289.596,209.649,76.9707
642.838,408.228,129.486
1270.47,939.676,327.34
1519.23,1058.54,394.454
3067.18,2145.5,835.058
2189.03,1452.81,569.119
1907.23,1252.75,469.228
1845.87,1253.66,474.7
1455.75,1004.51,391.479
1169.97,800.942,332.263
527.966,339.796,132.581
706.477,463.326,162.408
758.084,514.307,197.922
291.952,245.84,93.2126
1137.12,753.541,306.31
1346.28,943.2,365.161
1037.08,791.66,294.219
619.221,451.366,139.94
814.934,567.972,230.699
1460.26,1110.37,392.672
678.646,416.524,169.452
1405.01,954.932,363.927
470.462,313.069,112.844
2423.95,1731.49,640.026
632.699,413.663,152.494
681.562,482.399,184.224
1428.53,953.004,385.935
627.212,409.48,165.166
1295.59,945.535,358.723
535.197,380.491,148.743
1558.33,1059.22,407.92
1912.31,1359.93,538.579
2396.2,1620.41,574.925
833.458,592.62,226.017
1353.85,910.31,354.79
1656.79,1225.22,455.567
795.355,570.618,237.34
483.275,332.612,122.756
3064.19,2105.16,761.77
3086.48,2083.11,784.499
3093.16,2138.79,830.765
919.197,597.673,268.734
483.091,345.387,130.834
992.6,699.124,275.376
914.961,625.869,266.888
4009.6,2888.41,1110.06
538.969,344.608,154.011
3490.67,2358.77,964.798
717.247,505.237,212.921
395.847,263.112,87.1489
503.735,375.308,123.452
845.528,561.225,185.378
1558.46,1113.75,437.433
1575.26,1120.19,383.523
2080.77,1372.35,560.985
2979.28,2053.46,829.786
652.672,532.842,190.391
635.638,449.765,144.547
1006.12,720.689,267.346
571.761,391.876,125.359
888.413,629.29,198.827
882.946,602.918,228.398
2400.32,1732.63,624.818
1585.26,1036.23,369.079
1351.02,945.752,349.185
1463.66,1013.25,416.874
1316.19,944.683,357.528
1700.74,1133.93,434.757
619.016,392.445,143.347
1320.11,977.657,401.053
532.126,342.522,146.048
1021.87,764.159,295.208
3983.88,2826.46,1157.31
2486.81,1659.9,613.199
1626.8,1165.12,473.14
784.98,562.236,198.731
886.337,589.456,249.615
3010.14,2077.52,815.57
593.786,418.578,158.799
889.676,618.345,217.548
788.663,525.237,216.729
614.661,437.898,170.107
2552.38,1775.13,699.357
747.729,538.798,193.375
2391.43,1590.9,585.206
686.747,482.464,189.812
3021.93,2030.79,780.563
879.95,595.585,224.501
1028.04,705.293,278.873
4382.56,3002.46,1165
485.767,354.24,144.159
1846.68,1238.15,498.244
661.612,456.113,133.848
2073.92,1450.67,532.013
462.066,289.911,110.546
1242.08,884.18,319.464
4982.73,3353.93,1358.97
1331.97,957.442,379.472
1978.81,1348.16,519.927
2509.47,1772.19,656.812
1067.28,762.253,276.944
5776.92,4054.46,1556.92
1758.92,1173.6,485.614
368.845,303.09,110.381
830.466,644.17,227.529
1470.11,1090.8,382.323
830.255,592.69,191.826
738.317,525.167,195.132
3275.74,2333.75,849.01
889.501,571.454,233.852
954.778,695.439,255.649
512.637,324.987,144.591
1397,1095.25,414.572
3122.04,2063.64,864.052
1023.44,700.857,279.75
2534.08,1806.87,709.554
538.712,405.514,150.632
1186.89,794.872,275.375
1688.54,1177.91,416.087
589.093,430.906,156.36
2656.77,1860.68,707.762
988.125,640.358,212.858
765.809,536.856,188.519
319.363,221.717,95.2932
1050.66,741,277.55
392.531,245.087,90.9099
9705.86,6760,2620.88
500.006,335.888,136.069
1030.17,724.826,276.961
2708.26,1966.9,711.269
2862.58,2035.61,796.916
2159.93,1420.2,584.487
395.93,267.954,106.033
1363.64,959.736,368.358
1061.28,760.373,289.01
1017.67,737.075,248.236
939.798,628.912,225.465
13578.3,9562.47,3770.88
999.336,719.204,249.394
686.428,514.1,187.364
2904.54,1921.55,812.091
526.92,381.539,133.859
1051.16,710.618,283.263
2448.14,1737.59,644.234
961.112,687.527,286.888
331.667,190.628,81.4154
1289.66,981.781,323.441
440.329,291.452,118.567
1099.75,776.409,296.42
1885.32,1351.55,522.644
567.095,388.287,138.016
1544.41,1005.82,394.277
1919.66,1313.85,505.655
710.265,423.72,186.255
1600.16,1123.98,427.18
774.429,576.477,212.033
634.027,391.521,169.137
1726.7,1211.62,424.929
1474.57,1028.56,401.606
558.443,423.902,161.649
352.175,277.244,106.181
1257.57,832.911,308.758
3296.39,2206.64,924.412
1226.63,877.54,317.275
963.232,697.521,284.101
2567.06,1801.36,707.446
1801.02,1291.28,503.455
1781.34,1253.63,486.761
4158.62,2933.46,1125.69
4781.99,3335.75,1289.24
1931.16,1268.78,528.732
703.817,504.767,180.115
753.249,535.832,194.024
1464.68,1019.14,362.712
650.884,485.069,178.208
1936.9,1368.93,516.208
830.494,595.061,209.964
565.272,346.916,127.948
1089.01,811.349,314.972
3148.53,2216.83,809.772
1504.02,1045.15,420.761
488.926,348.723,134.133
1729.09,1190.57,447.375
1456.67,985.311,398.957
412.65,294.707,121.397
1083.78,733.812,258.729
522.178,315.227,137.78
553.083,409.997,163.595
1060.79,754.671,272.291
1168.73,830.212,283.461
829.237,545.63,221.5
1737.59,1311.06,508.862
756.333,513.062,171.982
3952.39,2753.98,1095.62
3910.33,2812.94,1083.39
790.861,565.105,199.271
