Estimated,Observed
101.005,99.1831
1.6949,1.68134
0.334581,0.334188
0.121228,0.122755
0.0107317,0.0108671
17822.5,15984.8
6.08908,5.25418
0.421591,0.377387
0.0606426,0.0581012
0.000500303,0.000493094
-37.1266,-36.9824
35.9002,36.6743
14.76,15.5074
1.39396,1.47614
0.778918,0.664141
0.27439,0.234728
0.0239114,0.0203399
0.159409,0.147282
0.0144193,0.0134639
0.00550333,0.00534345
