Syk(),Vav(),SykVav(),pVav(),SHP1(),SHP1PVav()
168,2,35,1278,0,268
1,1079,100,1201,0,166
268,1,51,2493,0,277
381,2,52,1654,0,228
237,0,16,1355,0,112
55,14,71,1332,1,222
148,0,25,1992,0,95
4,343,124,1442,1,219
107,2,20,1872,0,109
0,594,94,831,0,235
23,55,113,839,0,382
64,9,67,1309,1,209
151,7,54,1667,1,313
133,4,31,1626,0,188
319,3,53,1455,1,241
219,3,88,1233,0,457
146,4,43,2018,0,188
6,124,128,1471,0,232
209,5,62,1309,0,293
95,3,64,2117,0,188
121,1,22,1467,0,104
358,4,32,1913,0,215
339,3,17,1698,0,142
87,4,36,1312,0,168
39,12,98,2053,0,111
17,43,97,1830,0,89
121,2,53,2272,0,189
154,8,67,2570,0,319
17,76,117,1649,0,201
450,1,51,1294,0,219
339,1,24,2706,0,106
276,3,94,1576,1,499
213,1,24,1835,0,143
182,4,37,2347,0,143
276,2,60,2890,0,305
107,6,38,1081,0,198
292,2,42,1153,2,202
281,1,36,2452,0,169
274,2,65,1441,0,316
214,2,71,1910,0,291
307,0,23,1596,0,112
93,3,64,1575,0,256
142,2,11,1557,0,65
150,1,25,2249,0,112
59,8,68,1604,0,186
458,0,25,1663,0,117
16,66,128,1438,0,284
49,25,102,1631,0,288
182,4,36,1430,0,191
130,6,38,1303,0,253
184,1,42,1646,0,169
93,5,68,1698,0,289
3,536,103,855,0,257
267,2,17,2191,0,84
224,2,21,1905,0,106
144,4,55,1596,0,235
138,1,26,1249,0,102
224,2,38,1921,0,150
142,1,57,1899,0,277
135,5,63,1280,0,258
1,1286,59,17,25,280
115,6,37,1488,2,206
1,570,116,953,0,297
162,0,45,1512,0,244
3,621,101,965,0,237
170,3,49,1327,1,356
7,247,118,1230,0,269
179,1,54,968,0,230
106,1,18,1430,0,123
178,2,37,1903,0,156
411,2,58,3230,1,251
156,1,23,1559,0,137
206,1,40,1825,0,195
28,57,159,2759,0,177
127,3,34,1613,0,210
183,3,51,1520,0,220
163,0,24,2508,0,94
247,1,42,1409,0,196
143,4,33,1120,0,177
514,1,29,2864,0,146
9,101,139,1905,1,191
89,5,48,1414,1,245
67,1,45,1584,0,104
151,1,43,1995,0,264
320,0,48,1906,0,282
130,2,24,1544,0,168
2,1483,139,1725,1,222
5,455,113,1909,0,99
182,1,29,2038,0,111
115,3,27,1888,0,132
172,3,27,1209,0,190
5,455,130,1496,1,240
337,1,50,2332,0,273
132,3,29,1824,0,156
38,13,96,1600,0,195
134,9,61,2146,0,235
161,6,62,2035,0,332
121,5,68,1222,0,356
190,1,30,2078,0,145
0,890,135,562,1,490
2,484,107,1150,1,197
0,596,92,375,1,301
163,9,113,1333,0,585
215,3,96,2567,0,514
49,10,100,1898,0,227
183,1,31,2231,1,161
310,0,24,1345,0,114
545,1,15,1655,0,132
62,7,90,1708,0,240
1,1057,110,224,7,500
185,2,19,2294,0,149
119,1,23,1487,0,125
3,241,101,1134,0,210
140,4,32,1415,1,135
144,1,32,1437,1,189
7,109,120,1865,0,137
182,3,51,1894,0,272
280,1,39,2125,0,145
1,758,71,480,0,198
13,110,140,1609,0,287
110,4,53,2023,0,196
181,1,24,1904,0,135
4,394,143,1374,0,345
0,793,158,1577,1,325
306,3,39,2312,0,246
62,12,62,1237,1,229
131,4,36,1392,0,188
213,0,18,1712,0,130
213,5,57,2399,0,328
1,1262,89,860,0,204
245,1,26,2399,0,155
234,2,57,1087,0,300
175,5,51,2419,1,209
167,3,27,791,0,160
137,6,79,938,0,343
243,1,38,1854,0,215
225,1,33,1412,0,167
1,595,180,2240,1,284
150,6,86,1123,1,530
143,9,66,1040,1,401
168,1,38,1277,0,190
278,1,23,1587,0,124
299,3,36,3063,0,238
2,212,103,1327,0,163
112,4,40,1121,1,199
146,4,64,2668,0,262
3,761,121,894,0,348
118,6,62,1239,2,306
206,4,15,2098,0,115
125,2,39,1616,0,215
270,3,45,1339,0,240
227,3,22,1989,1,163
4,497,107,793,1,347
262,1,32,956,1,173
164,2,19,1356,0,101
287,4,87,1608,1,431
166,1,36,2670,1,149
306,1,24,2702,0,141
134,5,60,1624,1,318
163,1,27,1676,0,110
133,3,36,1287,0,148
98,7,55,1576,0,240
3,777,118,1086,0,292
169,3,44,1389,0,199
251,1,24,2632,0,158
115,3,26,1566,0,119
174,1,35,1913,0,194
87,6,52,1473,0,215
247,0,22,1698,0,120
274,1,25,2868,0,129
88,11,48,985,0,249
133,1,35,2021,0,162
2,662,161,1852,0,281
141,2,41,1497,0,204
333,2,28,2554,0,156
169,1,49,2711,0,233
126,5,62,1770,0,288
102,2,89,2676,0,187
267,1,17,2670,0,115
139,5,65,1563,0,306
95,11,133,1345,1,599
188,4,26,1425,0,144
0,1821,134,1281,0,307
140,5,62,1579,0,330
14,51,134,2396,0,95
4,548,156,2325,0,170
207,5,46,1454,0,275
311,1,46,1607,0,293
275,2,34,1105,1,195
6,323,123,1693,1,178
2,566,118,758,0,345
90,2,22,1042,0,110
73,4,54,1430,0,195
302,2,25,1490,0,131
190,2,17,1685,0,170
225,3,30,1987,1,209
1,307,115,1376,0,177
341,0,37,1386,0,146
276,2,38,2112,0,195
127,7,52,1386,0,239
281,1,28,2166,0,186
362,2,42,1624,1,206
141,1,23,1584,0,88
140,3,18,1767,0,130
2,1335,87,1150,0,117
181,1,29,1608,0,179
83,3,44,1655,0,139
202,3,69,2306,1,341
171,1,31,1741,0,152
4,384,143,2025,0,174
135,4,56,990,0,287
0,1860,91,744,0,253
263,2,60,1181,0,260
276,5,49,1484,0,267
0,1289,114,1773,0,108
1,1171,119,1290,1,214
222,1,16,1556,0,125
133,6,73,1668,0,366
240,3,57,2505,0,266
72,4,56,881,0,199
8,195,99,1330,0,157
265,6,49,2815,2,317
170,3,48,1902,1,257
179,0,29,1837,0,149
0,1509,107,1284,1,174
123,1,42,948,0,231
102,7,76,1499,0,362
256,2,60,3183,0,314
152,6,40,1454,0,181
10,180,120,1656,0,186
180,1,45,3068,0,196
154,3,39,2029,0,162
168,0,19,1577,0,117
159,1,16,2381,0,85
277,3,58,1204,0,305
343,1,16,2013,0,115
140,1,48,1635,1,174
117,2,25,1701,0,140
0,620,145,1655,1,247
140,3,36,2054,0,182
3,707,103,1137,0,185
148,4,36,2206,0,174
78,7,56,1621,0,194
125,5,48,1519,0,266
238,0,27,1090,0,155
266,0,18,1394,0,110
215,1,19,1039,0,119
271,3,32,1041,1,162
283,1,15,1429,0,107
190,5,88,1415,1,329
184,2,32,2155,0,196
239,2,33,2630,0,154
219,1,32,1627,0,213
189,2,41,1465,0,247
136,3,30,1753,0,135
106,2,37,806,0,221
46,23,137,1710,1,408
0,517,123,1271,2,259
170,1,55,1635,0,265
110,4,36,975,0,202
131,4,17,1478,2,110
84,6,79,1922,0,247
120,1,38,1845,0,146
294,1,27,1273,0,127
0,754,81,483,0,272
209,1,50,2422,0,312
138,3,49,1765,0,305
74,4,50,960,0,263
49,3,73,1715,0,127
118,1,27,1604,0,160
6,549,134,1676,0,235
239,2,52,1499,0,282
198,0,51,1937,0,218
142,0,34,1934,0,135
102,2,63,2136,0,216
276,3,40,1233,0,196
133,3,72,2406,0,260
3,642,126,1295,1,255
52,5,69,1534,0,147
166,1,40,820,0,204
169,3,45,1852,0,211
240,3,19,2818,0,121
161,1,32,1157,0,233
4,643,201,1378,1,585
278,0,29,2643,0,151
2,991,127,1254,0,277
5,745,213,1668,2,556
149,1,53,1892,0,260
1,882,129,1874,0,150
0,1126,120,1124,0,239
140,2,20,1030,0,121
98,6,22,1215,0,115
233,1,22,2360,0,121
222,0,20,1286,0,94
4,404,153,2089,0,203
242,2,45,1628,0,273
3,424,190,2576,0,260
83,4,53,1709,1,182
96,4,58,1787,1,229
4,340,105,919,0,280
13,38,75,1027,0,141
112,4,37,1533,0,203
89,8,66,1611,0,280
332,1,50,1333,0,225
2,1028,129,1321,0,254
6,281,123,1419,0,266
3,391,136,2051,0,130
7,184,138,1624,0,257
177,0,23,2304,0,133
316,2,43,1357,1,227
4,715,121,1682,0,143
165,2,49,1554,1,211
33,24,70,993,1,195
6,144,110,1894,0,75
246,3,32,1693,0,222
327,1,48,2048,0,236
318,1,38,2757,0,168
168,1,24,1584,0,153
141,10,55,1979,0,250
253,0,27,1424,0,99
15,53,133,1886,1,207
161,5,39,1071,0,259
151,1,33,1518,0,206
530,0,42,1326,0,193
166,1,18,2214,0,78
88,13,77,1159,0,358
0,808,70,983,0,88
130,3,40,2069,0,185
384,1,28,2503,1,148
111,5,53,1746,0,225
0,516,94,959,0,158
173,2,68,1531,1,318
209,1,27,2806,0,151
210,4,41,2005,0,205
138,4,20,1842,0,98
360,0,30,1897,0,145
243,3,33,1398,0,153
153,2,29,1664,0,203
142,0,33,2025,0,132
147,4,23,1853,0,118
161,2,27,1094,1,158
111,3,36,1422,1,134
161,3,45,1204,0,216
183,1,64,1390,1,283
135,1,44,1558,0,182
146,1,39,1974,0,160
134,1,30,1715,0,185
82,7,58,1630,0,219
3,886,126,1446,0,249
241,4,62,1710,0,438
1,681,204,2751,0,257
180,3,26,1503,0,116
204,1,39,2303,0,172
263,0,33,1669,0,158
318,0,25,2041,0,132
112,0,23,1097,0,122
243,0,33,1715,0,192
0,1012,166,1911,0,298
107,5,18,1121,0,94
196,4,54,2892,0,232
161,3,63,1257,0,265
496,1,23,2210,0,107
163,6,78,1514,0,359
146,1,21,1386,0,113
234,5,33,1852,0,197
109,6,65,1660,0,333
138,2,35,2219,0,148
38,19,81,1298,1,213
204,2,27,1951,0,174
33,38,137,1749,0,292
19,47,126,1602,2,239
122,1,31,1276,0,174
513,1,22,2532,1,135
158,2,28,1554,0,151
91,4,46,1567,1,201
156,3,43,1228,1,215
1,1111,121,1094,1,303
251,3,23,2184,1,109
158,0,29,1923,0,148
183,3,49,1191,0,265
6,189,160,2414,0,170
122,5,39,1519,1,167
267,1,30,902,0,146
381,1,22,1253,1,123
192,4,46,1810,0,204
148,6,32,1783,1,208
176,2,57,903,0,243
6,265,95,1074,0,204
13,140,130,1849,0,199
78,5,46,1526,0,151
133,6,42,1359,1,228
172,4,35,1426,0,199
274,1,35,2200,0,223
204,4,35,2063,0,203
114,3,29,993,0,131
189,1,37,1995,0,181
147,1,19,2097,0,131
4,487,103,1204,0,193
7,292,114,1272,0,247
411,1,45,1276,0,248
2,488,141,1932,0,200
121,3,53,1236,0,230
104,2,23,1230,0,122
1,938,62,470,0,187
212,3,35,1254,2,140
227,1,36,1832,0,179
179,2,21,1222,0,109
5,531,84,872,2,187
136,3,47,1123,0,279
112,7,59,1439,1,322
224,2,27,1823,0,154
443,3,54,2299,0,358
170,1,25,1519,0,122
10,209,146,1267,2,411
99,5,62,1681,0,238
6,299,163,1523,2,390
135,3,54,2291,0,262
140,1,44,2563,0,150
5,524,186,2194,0,334
95,2,82,2076,0,252
87,4,61,1678,0,235
282,1,28,2601,0,141
62,14,74,563,1,425
49,17,83,1671,0,176
7,462,144,2051,0,215
4,251,73,667,1,187
95,4,32,1189,0,197
216,3,74,1769,0,342
145,4,32,1680,0,130
124,2,27,1193,0,174
12,84,84,1178,0,139
44,21,186,3358,0,195
219,0,29,1708,0,190
257,4,55,1265,0,335
279,1,27,2130,0,132
166,2,44,1853,0,224
16,119,221,3350,0,276
150,6,76,1849,1,385
218,4,30,2094,0,171
267,2,37,1903,1,151
357,0,34,2748,0,168
164,1,21,2521,0,130
262,1,27,2776,0,122
67,5,71,1905,0,150
261,2,49,2002,0,254
133,4,36,1214,1,161
14,116,179,2672,0,229
263,2,25,1375,1,132
6,300,170,2525,1,196
414,1,41,1528,0,215
206,2,41,1653,0,190
106,7,41,1429,0,163
45,17,152,1987,0,362
161,6,52,1208,0,244
364,3,49,1830,1,306
221,1,40,1465,0,213
113,3,45,1716,0,202
104,2,35,1246,0,200
246,3,34,2656,0,188
96,1,55,2501,0,91
181,6,63,2315,0,384
288,1,33,1992,0,207
156,6,48,2165,0,218
318,0,43,2522,0,243
132,2,59,1796,0,312
254,0,25,2001,0,151
3,2033,96,668,1,285
148,4,36,1307,0,210
369,0,27,2407,0,179
17,59,117,1677,0,200
81,8,105,1948,0,329
3,480,106,688,0,329
64,11,85,1781,0,206
115,5,44,1645,0,229
155,4,54,1199,0,237
137,1,26,1875,0,154
113,10,60,1388,1,309
2,1314,159,857,0,527
205,1,20,2049,0,99
149,5,34,1474,1,178
327,1,54,2312,0,235
120,2,31,1503,0,183
105,3,42,1468,0,177
79,3,37,1148,0,168
283,0,32,1704,0,143
94,6,41,1582,2,194
1,1296,127,1186,1,292
127,7,63,1748,0,366
3,627,141,589,1,510
110,5,42,1220,0,207
113,5,17,1644,1,110
143,6,55,2033,1,239
223,3,33,1626,1,207
189,3,24,1662,0,158
105,5,43,1384,0,237
151,1,35,1428,0,175
154,1,20,1597,0,95
161,4,58,1654,0,331
169,2,34,2030,0,197
115,4,57,704,0,331
5,180,132,1422,0,266
233,1,24,1619,0,145
233,0,17,2475,0,114
160,0,23,1799,0,119
113,2,32,1280,0,179
184,5,62,1494,0,312
17,86,131,1694,0,245
175,0,21,1588,0,125
217,0,13,2050,0,93
148,2,39,1311,0,211
417,0,26,1460,0,168
247,0,76,2594,0,352
163,0,33,1441,0,119
258,4,62,2214,0,361
250,2,30,3084,0,135
2,553,101,1330,1,140
187,7,48,2026,0,258
146,3,43,1286,1,227
138,0,17,1951,0,117
259,1,46,1820,0,199
77,6,76,1000,0,373
111,2,41,2036,0,164
251,3,52,1683,0,225
119,4,21,1234,0,173
161,2,40,1693,0,203
246,3,32,2154,0,214
197,1,58,2051,0,278
2,766,103,638,0,323
2,1012,147,2369,0,99
173,3,33,2004,0,206
109,3,26,1072,1,130
131,5,31,1893,0,164
2,736,133,1582,0,239
168,5,64,1370,2,383
19,53,95,1379,0,179
435,0,38,2055,0,213
196,3,36,1924,0,178
204,3,46,1854,1,183
39,30,137,1608,0,373
206,0,9,2280,0,73
330,1,20,1954,0,126
109,5,42,869,1,235
3,472,114,1288,0,214
145,6,62,2431,0,262
136,1,26,1902,0,165
240,2,31,1946,0,143
2,545,142,2080,0,140
205,3,51,2008,0,321
202,1,41,1625,0,187
189,4,38,1762,0,255
133,5,79,3068,0,182
172,4,63,1340,1,361
55,14,90,1759,0,223
294,0,22,1904,0,154
295,0,57,2404,0,244
213,0,31,1840,0,176
197,0,29,2239,0,161
352,1,26,1893,0,136
161,4,35,2442,0,172
0,1579,92,833,0,228
236,2,34,1037,0,171
143,4,28,1847,0,149
219,5,61,2304,1,311
247,3,36,1461,1,181
3,858,140,1394,0,287
124,2,42,1094,0,182
258,3,48,1569,0,232
257,3,18,2036,0,129
204,1,33,2277,0,130
160,6,44,1423,0,223
0,1062,103,801,1,271
165,2,44,1428,1,236
71,10,117,3007,0,147
112,6,55,1473,0,252
162,3,32,2091,0,133
10,190,156,2321,0,192
23,39,118,2142,0,125
163,3,19,2335,0,121
209,0,28,1152,0,126
353,2,12,2467,1,102
169,7,33,1161,2,175
0,556,99,758,1,267
92,4,38,1678,0,154
210,4,79,1416,0,407
324,1,29,2307,0,145
336,0,20,2106,0,134
250,2,48,1521,0,270
124,1,49,1462,1,268
1,1672,121,693,1,394
174,1,17,1295,1,122
265,3,30,2459,0,236
2,944,138,1262,1,330
153,3,42,1016,0,193
214,1,35,1765,0,182
178,1,46,1557,1,199
217,2,31,1896,0,210
200,2,20,1071,0,184
332,3,31,1703,0,250
173,3,29,1480,0,152
158,6,50,1729,0,239
345,0,38,2298,0,176
215,1,28,2864,0,84
271,1,38,1326,0,145
141,6,65,2610,1,241
291,0,30,2110,0,209
214,3,35,2064,0,223
193,2,36,2117,0,172
259,1,72,1507,0,347
306,1,40,2385,1,240
127,1,42,1642,0,217
93,10,86,2082,0,286
163,1,36,2393,0,189
2,710,96,1025,0,192
109,1,28,1640,0,160
186,3,52,1121,0,226
183,0,39,1146,0,191
158,5,52,1007,2,324
92,3,56,1117,0,270
0,929,92,739,0,230
203,4,63,2643,0,310
690,4,45,1638,2,316
193,4,44,2348,1,205
188,1,24,1551,0,115
205,1,23,2726,0,120
248,0,26,1687,0,121
1,576,126,1527,0,227
163,2,46,1018,1,232
193,2,47,2226,0,223
155,5,40,2449,0,215
100,5,33,1554,0,158
175,3,65,1575,0,322
143,4,31,1263,1,178
0,1369,97,1435,0,115
148,12,114,913,0,551
221,1,21,1852,0,127
194,4,32,1588,0,209
82,6,41,1344,1,189
184,4,66,1943,1,326
10,131,106,1608,0,145
17,72,137,1207,0,411
3,894,195,1866,0,435
235,4,55,1744,1,326
323,2,32,1512,0,138
116,2,41,1482,0,168
230,2,41,2493,0,205
35,29,109,1742,0,222
205,4,26,1583,1,150
177,3,30,1501,0,167
8,81,89,1095,0,170
122,2,49,1700,0,210
141,3,38,2501,0,132
308,0,31,1318,0,134
4,234,112,1220,0,212
12,150,113,1283,0,272
105,8,68,1357,0,345
141,4,29,1169,0,153
143,2,32,1600,0,189
256,0,35,1816,0,180
113,4,32,1014,1,146
136,7,56,2097,0,235
111,3,40,1502,0,190
260,1,54,1120,0,316
151,6,37,1501,0,190
180,2,22,1343,0,151
165,3,36,1741,1,175
3,632,134,1193,0,306
157,1,27,1153,0,136
276,0,44,2236,0,226
136,5,38,1433,0,207
311,2,42,1885,0,215
213,2,25,1937,0,121
230,2,52,2303,0,289
183,5,30,1312,0,196
79,5,61,1474,0,234
302,0,37,1588,0,201
185,2,45,2258,0,246
138,6,28,1664,0,175
128,3,32,1520,1,175
0,688,100,992,1,226
3,565,77,1085,0,96
335,1,50,2974,0,211
81,7,56,1462,0,212
106,1,44,1270,0,198
85,6,44,1503,0,176
132,6,53,1514,0,290
302,0,33,1516,0,154
152,2,34,1670,0,161
144,4,32,1492,0,196
14,75,124,2305,0,79
156,2,34,2344,0,188
10,167,120,1166,0,283
8,112,113,1231,0,252
309,1,65,1716,2,317
245,1,29,1694,0,184
168,2,51,1941,1,274
109,5,73,874,1,393
22,40,86,1162,0,195
169,4,56,2213,0,232
120,6,45,1388,0,218
196,3,62,1092,0,315
157,6,56,1189,1,359
48,14,82,1512,0,224
77,9,77,1079,0,306
228,1,49,2354,0,204
259,5,43,1828,0,251
16,112,183,2191,1,373
215,2,36,2108,0,220
152,3,43,1371,1,237
210,3,19,2000,0,146
300,2,29,1291,0,162
351,0,26,2420,0,163
3,1545,152,984,0,454
193,1,54,1886,0,201
113,3,29,1697,0,138
149,2,48,1682,0,283
92,7,71,2366,0,141
3,308,115,814,1,348
181,0,28,2780,0,125
139,3,28,1283,0,189
378,3,40,2356,0,216
1,597,118,1078,0,308
110,7,59,1796,0,270
152,5,45,1448,1,268
230,1,27,3023,0,122
322,0,36,1730,0,222
180,0,14,2035,0,124
250,2,39,3112,0,193
176,5,31,1617,0,151
422,1,67,963,0,335
283,5,45,2066,1,227
213,1,32,1240,0,183
11,167,129,1067,1,393
1,260,129,1939,0,111
229,1,33,2926,0,168
4,212,139,1883,0,191
1,1198,127,1000,1,334
4,1179,114,1308,2,199
224,1,38,2359,1,237
92,2,48,1125,0,195
63,3,42,1568,0,77
46,15,95,1780,0,186
335,2,24,1643,0,222
196,2,34,2900,0,195
147,1,50,2213,0,226
11,131,223,2491,0,461
5,472,127,1544,0,243
42,11,103,1959,0,164
179,3,33,971,1,229
124,1,22,1307,0,92
2,603,176,1704,0,395
143,4,71,2642,0,290
111,3,55,1627,0,292
225,4,63,1560,0,253
3,237,140,1680,2,252
10,136,132,1387,0,312
209,1,47,3052,0,224
347,0,15,1860,0,123
100,0,31,1651,0,141
197,3,29,1053,0,153
108,3,23,1407,0,91
137,4,58,1518,1,332
146,2,20,1922,0,140
211,1,53,2429,0,250
15,125,157,1968,0,290
2,795,148,1367,1,349
142,6,60,1622,0,254
149,1,27,1704,0,209
43,17,91,1761,0,169
164,2,101,2224,0,462
1,738,120,1370,1,215
276,0,31,1779,0,128
187,0,25,1940,0,179
160,0,39,2034,0,182
232,3,45,2251,0,225
150,9,61,1900,0,371
209,1,41,1752,0,208
178,4,66,1867,0,342
205,2,33,1682,0,162
109,3,51,1417,0,236
129,4,67,1575,0,303
130,2,36,1725,0,187
46,11,124,2482,0,175
376,1,59,2249,0,245
230,1,34,1301,0,206
0,1398,88,37,16,424
0,1303,141,1689,0,234
186,2,65,2408,0,345
6,197,106,1173,0,195
162,4,27,1596,0,113
145,2,38,1678,0,212
94,9,62,1334,0,280
4,169,146,1823,0,227
88,5,24,1132,0,154
135,2,22,1516,0,122
11,188,143,2171,0,177
205,4,51,2003,0,252
153,3,31,1899,1,174
363,0,28,2588,0,131
67,8,43,1120,0,173
181,2,33,2357,0,138
125,1,45,2129,0,165
330,0,42,1918,0,207
165,2,15,1850,0,117
299,0,9,1777,1,80
3,267,106,1502,0,135
3,837,130,1737,0,192
68,16,125,1267,1,534
2,966,102,1065,1,191
154,5,59,1204,1,258
2,1090,100,1165,0,195
263,1,21,1507,0,157
163,2,30,1546,0,144
2,638,118,467,2,454
130,1,32,1736,0,134
3,866,131,1585,0,221
148,2,87,3475,0,194
163,2,25,1290,0,164
140,3,63,1987,0,326
94,5,69,1771,0,281
2,474,100,1260,0,160
292,2,35,1474,1,233
125,2,51,2285,0,214
155,2,27,1064,0,149
292,3,58,1120,2,256
3,368,123,1389,0,246
288,0,16,1457,0,76
308,1,35,2004,0,242
155,2,25,2072,0,158
104,2,38,1892,0,142
170,4,77,1190,0,454
74,4,47,1487,1,144
5,702,132,2064,0,125
335,1,31,1024,1,186
1,996,107,572,2,351
99,5,57,1430,3,254
157,5,31,1704,0,217
62,26,161,2474,0,397
162,2,43,1527,1,239
4,156,85,1202,0,133
210,2,35,1252,0,235
0,1130,139,1608,0,264
235,1,30,1785,0,163
106,3,39,2122,0,127
132,6,75,2992,0,193
304,3,28,1121,0,151
207,2,38,1530,0,151
191,0,13,1422,0,83
418,0,45,1443,1,241
88,9,29,1030,2,205
2,500,120,1241,0,259
151,1,22,1891,0,149
2,542,79,919,0,150
135,3,25,1461,0,158
273,2,46,1934,0,239
319,2,64,2065,1,342
105,5,57,1070,0,225
128,4,48,1455,0,212
2,616,125,682,0,412
180,1,20,1849,0,143
70,10,75,874,0,354
57,10,107,2574,0,113
5,249,87,1361,0,97
201,2,20,1793,0,124
397,2,33,1570,0,213
1,727,149,1752,0,250
106,7,56,1119,0,257
3,392,96,897,0,242
172,0,68,829,2,303
15,182,166,1716,0,388
105,2,17,1303,0,100
288,1,25,2473,0,153
177,2,69,2345,0,332
83,4,47,1598,0,165
1,647,107,1611,1,94
341,0,23,1533,0,124
155,3,44,2413,0,206
326,1,45,2088,0,217
303,2,24,2808,1,162
130,2,11,1478,0,74
367,1,32,2023,0,182
188,1,31,1483,0,138
197,2,30,1915,0,135
197,3,51,1304,1,256
203,0,42,2234,0,225
184,0,55,2050,0,229
3,389,101,973,1,227
244,1,47,1636,0,247
211,2,27,2159,1,139
71,3,46,1241,0,221
137,0,18,2234,0,75
286,5,50,1997,0,249
184,1,38,1857,0,204
293,1,32,1679,0,162
0,887,98,797,1,267
298,0,21,3078,0,110
114,5,42,1726,0,213
2,387,109,1557,0,121
154,3,37,2109,0,172
198,1,22,1318,0,145
192,0,15,2557,0,121
142,6,30,1450,0,150
3,600,78,462,0,237
116,6,34,985,0,240
155,3,60,1574,0,349
196,2,26,1104,1,129
25,23,81,1067,0,202
225,0,17,2142,0,129
241,2,68,2029,0,310
175,1,27,1257,0,115
175,2,15,1944,1,103
252,1,25,1888,0,149
2,563,117,1729,0,127
177,3,20,1528,0,182
130,4,79,1283,0,394
179,1,41,987,0,214
166,2,34,1922,1,199
117,10,50,1586,1,253
114,2,38,1835,0,186
137,0,16,1192,0,102
154,6,64,1815,1,294
308,4,42,1607,1,259
171,2,33,1664,0,236
174,3,43,2452,0,239
258,4,18,1943,0,140
2,294,168,2683,1,131
130,3,24,1402,0,126
1,674,112,1369,0,176
77,8,47,708,0,311
112,1,46,2134,0,152
140,4,37,1859,1,198
178,1,33,1680,0,182
232,4,26,1878,0,169
73,6,79,1142,1,341
229,2,39,1815,0,180
137,1,32,1882,0,145
213,4,39,2391,0,159
0,878,88,564,2,277
297,1,53,1820,0,260
182,1,34,2226,0,178
317,1,34,1921,0,176
129,4,56,1584,0,293
119,3,25,1783,0,111
193,2,31,1727,0,217
155,2,31,1710,0,175
293,1,35,1632,0,164
214,2,27,1516,0,130
113,6,43,1566,2,208
197,2,30,2222,0,162
249,1,32,1630,0,173
37,14,60,1277,1,149
207,1,31,1993,0,177
2,300,114,1349,1,178
84,1,38,1259,1,195
134,1,41,2218,0,144
194,4,37,1686,0,152
0,1457,79,709,1,163
93,4,16,1095,0,122
143,3,22,1558,0,136
409,1,42,1612,0,264
119,3,35,1863,1,153
170,4,55,1394,1,212
238,2,27,1884,0,140
339,1,42,1674,0,219
191,0,25,2082,0,153
144,3,42,1430,1,255
22,52,87,1410,0,131
307,0,41,3523,0,237
64,3,91,1876,0,216
6,502,121,951,1,342
195,1,18,1320,1,151
110,0,33,1529,0,172
1,508,106,1429,0,143
190,1,35,2385,0,182
155,2,38,2376,0,227
2,728,65,869,0,95
208,2,57,1795,0,394
208,2,59,1861,1,306
141,3,30,1850,0,163
189,2,26,1793,0,112
181,1,42,1876,0,234
97,3,52,1824,0,187
415,1,25,2171,0,152
1,1404,156,1475,1,332
191,2,32,1916,1,122
106,6,32,1568,0,176
192,0,23,2003,0,115
195,1,57,2548,0,342
98,4,32,1244,1,145
482,2,65,3119,1,332
282,0,34,2435,0,201
136,2,49,1671,0,240
5,448,143,2031,0,190
159,1,26,1134,0,102
21,39,101,1478,0,168
152,1,28,1837,0,130
269,2,34,2504,0,180
27,41,145,1369,0,423
2,1513,103,1008,0,239
155,0,44,1817,0,243
0,566,93,775,0,224
316,0,26,1837,0,179
16,84,86,1342,0,127
6,247,132,1361,1,297
26,39,110,1759,1,183
18,48,105,1748,1,150
177,2,50,1322,0,229
153,4,22,1794,0,143
6,262,143,1646,2,251
321,1,28,1916,0,244
227,0,21,1658,1,166
181,4,60,2038,0,267
276,1,48,1826,0,243
26,27,75,1071,0,201
235,3,39,1566,1,210
184,0,33,1557,0,186
3,752,196,2312,1,332
12,300,128,2017,0,153
173,2,23,1914,1,141
130,2,51,1574,0,225
142,1,31,2169,0,151
140,2,22,1914,0,114
252,2,36,2635,1,161
190,1,46,2217,0,192
226,0,29,1930,0,144
1,1369,111,924,0,305
320,0,40,1826,0,207
221,4,54,2449,1,269
300,1,37,1951,0,197
418,1,59,2693,1,321
166,1,21,1696,0,112
37,15,100,1724,0,207
138,5,22,1254,0,154
225,0,33,2171,0,249
266,1,25,1391,0,159
175,2,24,1566,0,180
157,2,46,2121,0,244
0,1919,104,718,0,294
172,1,45,2081,0,228
211,1,48,1397,0,261
434,1,40,1759,0,234
4,445,95,1029,1,196
161,6,90,1034,0,352
115,4,28,1093,0,153
266,2,64,1639,0,333
99,9,39,1440,0,212
163,2,40,1441,0,209
164,5,36,1130,0,194
2,1026,148,840,0,478
184,0,21,1186,0,136
77,9,74,2130,1,167
147,3,56,1093,1,289
188,1,43,1894,1,261
113,2,39,1625,0,188
240,2,19,1678,0,124
72,5,39,1125,1,178
182,2,45,942,0,174
249,0,18,2431,0,95
404,0,26,1814,1,169
113,4,41,1908,0,168
0,1052,107,1578,0,114
137,6,40,1472,1,186
103,5,61,1930,0,225
315,1,26,1936,0,132
116,5,92,1750,0,429
98,5,78,1451,0,348
197,1,55,1022,1,294
110,2,29,1520,0,138
528,0,52,1862,0,253
156,7,70,1276,0,341
204,2,50,1900,0,231
111,5,77,2036,0,308
276,2,52,1546,1,307
296,1,37,1681,0,189
375,0,16,2816,0,100
141,5,77,1055,1,383
123,4,27,1483,0,154
129,2,18,1822,0,89
