Syk(),Vav(),SykVav(),pVav(),SHP1(),SHP1PVav()
2,1174,157,1709,1,336
271,0,36,2366,0,174
156,2,29,974,0,154
19,67,140,2417,0,122
54,13,115,2041,1,280
140,3,40,1622,1,192
117,3,69,2794,0,152
103,0,15,1421,0,82
411,2,20,2182,1,165
114,5,55,1581,0,264
2,828,104,1110,0,214
8,96,106,1640,0,125
280,0,29,1938,0,100
289,0,42,1700,0,246
156,6,57,2306,0,295
275,2,76,1953,0,381
2,397,131,1287,0,311
30,22,100,1638,0,205
255,1,55,1610,0,264
282,2,55,3741,0,309
2,723,115,1187,0,251
157,0,30,1737,0,141
17,84,122,1548,0,268
3,393,107,1299,0,191
109,6,43,1239,0,210
232,4,60,1374,1,318
4,497,133,1442,0,276
181,2,26,2082,0,209
206,1,40,1763,0,224
256,2,28,1548,0,196
152,1,25,2206,0,101
1,1532,92,737,0,237
144,1,34,1760,0,179
18,30,91,1521,0,119
10,200,124,1391,0,285
243,2,18,1480,0,122
99,4,29,1297,0,172
2,787,104,402,0,381
3,836,127,1512,0,235
162,2,47,1409,0,256
185,4,46,1268,1,244
364,2,27,1075,0,151
15,156,120,1835,0,163
161,1,39,2074,0,211
142,5,46,1448,0,238
258,2,25,2489,0,145
124,6,71,1840,0,354
3,1238,86,1059,0,149
3,721,157,2197,0,197
167,0,21,1929,0,134
6,160,96,863,0,246
12,132,148,2212,0,203
270,0,26,1816,0,118
168,2,42,2106,0,214
161,4,32,1867,0,188
192,2,63,1777,0,339
3,454,141,1787,0,228
305,1,31,1591,0,222
163,2,31,1837,0,133
2,361,104,1464,0,138
222,1,28,1857,0,196
107,5,24,1112,0,152
67,4,102,2245,0,224
285,2,45,2662,0,264
85,10,58,1251,1,313
190,1,30,1417,0,217
260,2,21,1939,0,132
271,0,31,1549,0,143
2,828,151,1990,0,200
146,1,29,2085,0,141
351,2,26,2051,0,136
1,1148,150,700,0,523
62,7,90,2180,0,160
67,7,54,1238,0,234
134,0,13,1827,0,89
242,0,34,2199,0,165
308,5,54,863,1,298
167,1,21,1911,0,153
150,4,27,1726,0,131
220,2,36,2297,0,209
223,1,42,1657,1,237
116,1,36,1215,0,230
97,2,22,1054,0,130
179,2,32,1512,0,156
202,0,11,2847,0,61
195,2,19,1736,0,108
163,4,27,1463,0,194
202,5,88,1178,3,434
185,0,67,2864,0,274
120,5,28,1677,1,197
106,4,41,1723,0,166
165,6,75,1234,0,441
168,1,22,1913,0,118
305,2,27,1859,0,225
264,1,47,1330,0,223
225,3,41,1944,0,263
182,1,30,2054,0,185
5,212,120,1820,0,122
185,3,48,1429,0,231
269,1,22,1832,0,121
277,1,52,1692,0,260
133,3,27,2373,0,106
185,3,28,2467,0,132
4,348,133,1289,0,328
128,6,53,1867,1,258
0,1692,75,620,0,184
95,3,66,1433,2,253
5,268,121,1407,0,215
169,3,41,1262,0,187
212,0,23,1598,0,143
130,1,41,1770,0,224
58,13,108,1714,1,321
166,3,39,1343,2,191
179,1,23,1283,0,177
3,407,86,954,0,178
188,4,48,2421,0,228
19,81,173,2827,0,172
244,2,33,1710,0,245
192,3,34,2781,0,190
223,0,40,1549,0,195
182,1,21,2468,0,106
89,10,107,1818,0,401
347,3,34,1024,2,219
151,4,51,1856,0,280
407,1,21,3533,0,82
367,0,30,1699,0,144
111,8,64,1165,0,291
184,2,57,1107,1,320
159,2,43,1298,1,191
177,3,60,2328,0,280
232,2,43,1627,0,227
112,5,72,1011,1,366
244,0,34,1841,0,150
111,1,59,1162,0,285
216,5,64,1549,0,316
228,0,35,1668,0,175
297,3,51,996,1,266
73,2,40,1736,0,86
179,0,47,1928,0,257
353,1,29,1891,0,165
4,128,126,1691,0,177
120,3,60,2228,0,200
170,5,70,2338,0,380
3,342,125,1110,0,314
2,589,140,1391,0,328
125,0,38,1882,0,157
137,4,43,1038,0,250
241,3,37,1729,1,173
166,4,51,2599,0,247
387,0,30,2083,0,164
2,494,127,1766,0,158
1,2004,92,289,1,369
240,1,21,1014,0,130
5,280,116,997,1,305
216,3,35,1044,1,192
134,2,60,2258,0,265
7,270,177,1667,0,426
15,127,141,1864,1,260
247,0,19,1421,0,118
7,284,178,1336,1,516
3,548,116,1322,0,221
107,2,51,2191,0,155
158,3,31,1744,0,148
26,67,139,2463,1,153
193,2,41,1326,0,265
153,4,38,1757,0,271
241,4,75,1732,1,364
192,2,27,2323,0,108
303,2,20,1492,0,105
250,2,43,1976,0,177
268,1,34,2074,0,187
335,0,30,2115,0,176
175,7,30,1749,0,193
118,2,51,1056,0,258
45,8,53,1060,0,173
126,2,22,2180,0,103
70,8,78,1814,0,216
137,6,53,1379,0,316
179,5,40,1767,0,221
3,709,145,2184,0,154
237,1,55,1469,0,257
170,3,62,1524,0,266
324,0,32,1725,0,135
432,0,25,1638,0,141
169,4,52,1277,1,240
102,2,34,1146,0,165
369,0,19,1951,0,136
152,5,45,1227,1,204
163,7,49,1373,0,245
412,1,36,2091,0,188
316,0,26,1832,0,206
228,0,31,1733,1,184
63,13,89,1097,0,404
104,3,41,1185,0,233
225,1,14,1852,0,76
2,632,137,1693,0,233
135,2,45,1622,0,225
104,13,92,2073,0,320
223,0,27,2105,0,157
106,3,46,1665,0,200
196,3,40,2323,0,181
131,1,42,1646,0,217
97,5,54,898,0,307
248,2,30,3163,1,233
113,3,58,1235,0,250
2,389,136,2083,0,120
2,416,125,1215,1,267
3,388,108,1644,0,103
239,3,36,2718,0,222
187,4,59,1657,0,305
213,3,76,1610,1,382
33,24,88,1522,0,166
191,0,28,2599,0,185
280,1,20,2150,1,117
99,4,33,1433,0,179
232,2,23,1909,0,113
230,2,30,2703,0,125
158,2,33,1381,0,153
296,1,28,3165,1,150
326,2,54,1494,0,322
191,2,32,1827,0,144
370,1,39,1983,0,227
324,2,56,3099,0,355
139,2,36,1972,0,180
213,0,27,1099,0,161
9,190,128,1224,0,339
15,108,127,1390,0,303
10,139,144,1532,0,341
250,0,51,2148,0,271
110,3,28,1548,1,155
211,3,46,1795,1,215
142,3,40,2086,0,215
3,277,115,988,3,289
1,1175,110,1079,1,237
111,2,73,2244,0,279
159,3,28,2133,0,175
112,1,42,1828,0,207
258,1,31,2518,0,172
130,2,42,1672,0,241
265,1,57,2119,1,198
1,999,95,760,2,246
232,1,41,2251,0,192
94,8,68,1205,0,349
164,5,87,3676,0,213
408,0,33,1897,0,186
6,329,153,1961,1,258
327,0,30,1394,0,133
293,1,29,963,0,201
213,2,34,1816,0,226
307,0,23,1070,1,178
139,5,60,1202,1,261
241,3,30,2054,0,154
202,1,32,1818,0,136
73,13,117,2600,0,238
139,3,20,1548,1,105
222,3,32,2119,0,201
240,0,52,1388,0,269
428,1,20,3383,0,120
6,173,184,1529,0,446
293,5,40,2256,1,283
132,4,22,2005,0,123
66,4,55,1037,0,234
181,1,37,2459,1,211
147,3,40,1754,0,213
188,2,37,3077,0,178
176,2,40,2116,0,215
149,2,22,1935,0,156
4,301,114,1375,0,195
179,2,60,2053,0,279
214,1,17,2134,0,108
3,705,86,1025,1,136
154,4,59,1343,1,360
0,1267,124,607,1,412
137,1,29,2281,0,133
98,11,72,1779,1,316
131,4,19,1983,0,115
188,2,28,2028,0,132
205,3,55,1220,0,348
0,770,107,717,1,317
190,0,33,1470,0,221
142,0,23,1669,0,121
129,4,37,1538,0,157
182,4,33,1994,2,201
209,0,13,1795,0,93
215,2,33,1682,0,205
356,1,41,1538,1,190
186,1,30,2373,1,175
405,0,29,2487,0,163
295,2,26,2771,1,148
161,2,51,2499,0,242
206,3,58,2392,0,327
364,2,41,3155,0,211
109,2,25,1388,0,119
5,202,99,1333,1,141
246,3,55,2039,0,283
120,1,49,840,0,284
7,126,120,1884,0,118
387,3,30,1825,0,163
113,2,49,1609,0,244
254,2,30,1488,1,144
225,0,32,1593,0,154
114,3,29,1058,1,219
238,3,41,2005,0,240
222,4,44,2187,1,266
3,615,154,1430,0,347
88,7,40,1682,0,142
164,2,22,2132,1,132
4,406,83,1265,0,117
139,2,48,1917,1,166
141,4,35,1181,0,188
112,6,47,1586,0,244
208,2,46,1656,0,261
195,6,58,2214,1,322
216,1,27,1530,0,113
367,1,39,1777,0,193
125,2,50,1453,1,297
144,3,39,1458,0,209
76,4,51,1341,1,202
0,1381,91,956,0,174
172,3,46,2656,0,209
85,6,41,1232,1,171
71,8,110,2275,0,239
119,4,45,1272,0,257
235,4,34,2855,1,276
203,2,20,2044,0,144
211,0,60,1056,1,229
130,6,74,1389,1,356
133,3,40,1326,0,148
15,132,114,1706,0,167
11,189,185,2487,0,292
26,34,131,2424,0,132
193,1,35,1712,0,162
82,5,53,1459,0,238
75,14,55,1413,0,217
267,0,42,1845,0,212
0,1120,136,1743,0,204
74,5,92,2296,0,191
411,0,10,2088,0,82
189,0,31,1211,0,166
183,6,81,1693,0,431
281,0,35,2137,0,205
248,1,37,1751,0,194
177,2,23,1536,0,129
294,1,43,1718,0,196
171,5,44,2108,0,191
136,3,37,1297,0,213
5,468,146,1883,0,228
3,328,126,1293,0,257
323,2,54,1510,0,294
112,1,32,1541,0,187
189,2,28,2011,0,133
197,3,60,2463,0,270
270,3,67,1866,0,399
43,12,97,1863,0,147
125,3,37,1453,0,210
182,3,25,1569,1,158
135,4,33,1867,0,193
357,1,22,1611,0,126
188,2,37,1194,0,169
2,702,114,1489,0,160
251,1,22,1688,0,145
195,1,46,2156,0,249
2,623,116,1012,0,290
51,28,124,1936,0,298
50,9,77,1700,0,141
287,4,20,2035,0,138
513,2,42,2350,0,228
0,919,111,1356,0,189
264,3,26,2480,0,133
156,2,23,1425,0,107
147,0,35,2166,0,159
234,5,62,2330,1,334
0,772,75,587,3,201
16,59,125,1967,0,159
209,2,42,1852,0,229
237,3,46,798,0,277
141,2,28,1506,0,145
134,1,48,1963,0,248
1,1008,105,611,1,335
306,1,30,2301,0,169
3,937,111,1327,0,186
356,1,49,1683,0,263
1,1072,158,2306,0,175
2,544,70,736,0,153
121,9,83,1551,1,373
71,12,67,1913,0,144
254,1,38,1312,0,265
157,6,48,1785,0,275
92,4,42,1193,0,260
137,4,61,1894,0,308
70,5,80,1730,0,238
126,2,82,2162,0,346
204,0,21,1848,0,129
116,7,76,1974,0,329
148,4,38,1824,0,194
116,3,32,2097,0,133
258,3,28,1093,0,182
0,1631,98,665,0,290
241,2,30,2313,0,169
309,0,22,1065,0,151
3,605,150,1603,0,305
202,1,13,889,0,96
189,4,38,1279,1,172
200,5,46,1892,1,245
131,2,47,1302,0,210
1,1698,111,406,1,426
304,1,8,1436,0,61
42,21,77,1697,0,138
138,3,55,1583,0,246
265,0,11,1462,0,101
319,2,28,1257,0,171
118,3,33,1399,0,152
2,1021,154,1896,0,260
268,1,29,1344,0,190
4,449,80,584,0,226
97,9,54,1215,1,273
2,658,73,306,1,270
229,3,38,992,0,205
1,1220,112,589,1,369
187,6,47,1769,0,263
280,1,27,1510,0,123
164,2,31,1996,0,191
3,699,210,3034,0,236
93,8,84,1635,0,346
10,168,161,1586,1,379
135,5,38,1664,0,251
253,1,48,1922,0,236
258,1,27,1567,0,196
162,1,55,1392,0,280
170,4,50,1725,0,252
264,1,34,1715,0,192
339,2,50,1492,1,254
3,835,102,1265,0,179
336,0,30,1507,0,175
254,0,26,1762,0,146
206,2,83,2360,1,420
95,4,34,1015,0,137
212,5,35,2273,0,268
53,4,49,1422,0,120
0,1102,89,587,0,258
184,0,17,1812,0,117
1,694,83,453,1,274
193,0,35,2925,0,209
96,1,24,1143,0,142
3,414,104,1506,0,112
237,0,27,1307,0,148
135,2,39,2391,0,158
4,553,125,888,0,373
145,4,40,1399,0,171
478,0,44,2431,0,228
138,0,34,1808,0,207
125,2,47,1745,0,251
109,2,34,1083,0,182
0,516,124,426,3,464
61,15,125,2332,0,276
14,41,78,1187,1,131
528,2,82,3269,0,402
274,1,47,1424,0,242
124,9,54,1832,0,266
252,1,43,2698,0,206
132,0,19,2024,0,69
1,591,132,1251,1,284
232,2,27,1462,1,116
268,3,30,3133,0,195
202,3,64,1572,0,267
2,1767,115,430,0,433
2,528,133,1101,3,334
14,189,166,2526,0,199
234,2,27,1711,0,151
137,8,43,1624,1,228
186,0,24,1584,0,109
189,3,39,1411,0,210
84,5,42,1356,0,178
117,4,40,1866,0,169
16,80,122,1788,0,209
234,5,67,1630,0,363
1,567,86,647,0,237
187,2,65,2930,0,312
164,1,32,1819,0,175
174,3,49,2021,0,235
42,22,104,2157,0,122
243,1,23,1744,0,126
273,0,21,1341,1,129
207,0,27,1735,0,149
1,922,125,955,1,346
186,0,15,2212,0,125
219,1,39,1332,0,221
1,729,105,1070,0,215
172,1,65,1330,0,310
0,1221,105,834,0,254
329,0,28,1342,0,166
406,1,20,2481,0,120
176,2,33,1365,0,189
196,4,37,1457,1,185
1,954,86,746,0,216
163,2,58,1700,0,292
149,3,81,1436,0,363
134,3,64,2983,0,157
471,1,48,2915,0,246
130,6,52,1668,1,247
183,1,55,1336,0,301
275,3,19,1264,1,121
245,2,13,1527,0,87
0,771,127,1883,0,119
243,1,55,1991,0,234
281,1,18,934,0,170
168,2,28,1924,0,135
1,892,94,682,2,265
228,2,23,1689,0,117
3,691,125,1008,1,324
154,0,19,1336,0,139
13,99,126,1855,0,178
196,3,32,1810,0,156
172,3,29,2389,0,167
180,4,58,2127,0,254
286,1,47,1910,0,226
109,2,40,1467,0,171
315,4,62,2921,0,242
128,6,79,951,1,425
126,7,59,1008,0,346
206,0,38,1119,0,194
173,0,17,1604,0,127
265,2,33,1838,0,158
102,2,22,1168,0,160
314,3,39,1336,0,202
65,6,60,1265,1,238
223,2,37,2514,0,206
213,3,67,1910,0,416
102,10,80,2193,0,281
183,2,29,1764,0,167
170,4,19,1405,0,119
175,5,40,2602,0,224
346,2,52,1097,2,299
189,2,57,1815,0,230
2,417,134,1554,0,225
88,0,31,1469,0,113
159,4,42,1770,0,204
109,1,22,1697,0,98
106,5,49,1878,1,180
182,1,7,1436,0,72
0,2022,130,1514,0,196
225,5,49,1829,1,331
308,1,21,2598,0,94
12,56,117,1637,0,178
93,12,121,2495,0,308
143,0,23,1582,0,118
192,2,61,1031,0,326
139,1,45,1785,0,211
216,4,86,1485,1,459
145,3,30,1873,0,164
257,2,28,1699,0,151
191,3,32,2312,0,173
298,1,30,1850,0,144
11,212,126,2087,0,131
88,6,67,1378,0,296
23,58,128,1397,0,317
248,0,12,2430,0,105
185,1,34,1450,0,219
1,1371,94,455,0,338
256,2,25,1836,0,155
252,3,28,1769,0,212
314,1,33,1801,0,181
224,2,44,1359,0,226
134,6,22,1518,0,144
209,1,40,2631,0,179
151,6,56,1685,1,288
45,8,65,1249,0,189
150,4,39,1907,0,203
181,3,56,2975,0,209
165,5,44,1783,0,219
1,340,120,1669,1,165
73,4,83,1445,0,306
15,183,158,1512,0,383
319,0,49,1922,0,293
132,6,69,2667,0,217
240,2,38,3744,0,162
127,1,71,2694,0,189
111,7,65,1871,1,276
2,660,104,1290,0,171
104,2,39,1335,0,189
202,0,43,1716,0,175
203,1,20,1907,0,138
120,3,42,1367,0,261
551,1,43,2458,1,191
5,306,113,1414,0,183
277,0,30,1839,0,160
131,6,44,1811,0,193
253,0,22,1387,0,96
17,57,91,1524,0,110
31,45,95,1578,0,198
157,3,36,2615,0,156
152,0,15,1845,0,92
2,834,105,1087,1,223
6,300,178,2336,0,273
148,3,22,1563,0,145
85,12,70,1160,0,342
123,5,43,1527,1,282
109,2,36,1540,0,176
400,0,37,2643,0,205
340,2,66,1825,0,308
349,1,23,1228,0,160
7,176,189,2231,0,343
1,649,119,791,0,339
7,386,91,996,0,183
2,1161,151,1759,0,264
31,26,118,1965,1,189
3,275,113,958,0,282
110,3,56,2223,0,167
150,3,43,1658,0,193
1,680,141,1393,0,304
173,0,39,1077,0,196
188,3,60,2293,0,359
261,1,38,1851,0,269
158,2,25,1670,0,163
266,2,52,1582,0,207
0,1292,108,1261,0,194
157,2,40,1967,0,211
19,53,135,1835,0,265
156,0,27,1756,0,148
234,2,31,1756,0,139
112,3,45,1659,0,199
2,476,133,1546,0,246
0,702,96,592,0,294
2,229,147,2054,0,178
105,3,46,1658,0,211
200,3,40,1868,0,142
143,4,53,1435,0,253
131,2,42,1829,0,210
138,1,48,2038,0,242
138,4,56,1363,0,306
214,5,28,1864,0,163
64,7,70,1452,0,232
311,4,32,3520,0,179
227,1,23,1254,0,150
85,7,42,1552,0,170
105,6,69,1916,0,239
0,1482,111,557,1,367
211,4,51,2944,0,229
317,2,25,1827,0,153
170,1,16,1536,0,96
84,4,19,1477,0,90
64,12,117,1577,1,411
102,5,52,1715,0,243
11,169,170,2335,1,247
27,32,106,1562,0,209
7,121,116,1757,0,142
0,379,98,742,1,256
202,1,21,1628,0,115
138,3,16,1548,0,99
217,4,63,1349,1,319
364,1,18,2202,0,121
254,3,37,2466,0,141
148,2,18,2276,0,114
202,1,34,1323,0,253
139,1,44,2219,0,211
193,1,18,2216,0,114
4,603,153,2353,0,138
114,1,30,1534,0,180
106,8,75,1867,1,284
243,3,53,1821,0,244
210,5,58,2401,0,286
121,5,38,1745,0,164
127,3,46,2595,0,112
120,3,51,2207,0,185
165,0,42,1609,0,252
145,5,40,1728,0,220
130,1,25,2000,1,92
11,103,77,1027,0,146
190,1,26,2093,0,167
196,1,23,2023,0,127
247,0,35,1053,0,189
313,3,23,1900,0,157
135,2,42,1263,0,218
0,1589,118,1140,1,273
1,765,89,860,1,197
1,677,101,1137,1,205
1,619,170,2338,0,208
300,1,23,2227,0,129
226,3,37,1732,1,248
196,2,29,1257,1,142
106,3,82,2736,0,182
179,0,22,1598,0,100
216,4,67,1873,0,377
118,3,33,1779,1,152
1,1094,119,1355,1,213
194,0,23,1959,0,164
271,2,27,1916,0,126
1,785,104,1036,0,239
177,4,18,1152,0,139
20,47,126,1913,0,212
136,3,43,2066,0,151
206,4,32,989,1,189
140,3,35,1407,0,203
161,4,35,1790,0,236
12,110,126,1676,1,225
278,1,19,2369,1,107
130,1,23,1560,0,154
104,2,30,710,0,190
250,1,22,2272,0,154
185,1,30,2018,0,163
209,3,49,1729,1,282
5,339,159,2044,0,257
187,1,37,1535,0,152
232,4,68,1174,0,333
1,757,91,977,0,170
11,117,135,1435,0,311
298,0,27,1988,0,123
154,1,27,1795,0,149
212,2,25,3276,0,116
196,3,27,2241,0,166
254,0,25,2096,0,142
198,0,47,1679,0,158
404,0,38,1706,0,171
301,3,37,1737,0,194
153,2,24,2069,0,174
258,0,41,1693,0,181
18,88,108,910,1,346
153,3,18,1519,1,100
264,1,32,1725,0,171
186,3,32,2374,0,170
242,2,17,1636,0,131
117,6,59,1637,0,315
2,570,117,1071,0,276
269,0,19,1873,0,100
114,2,31,1776,0,161
176,2,42,1872,0,187
1,435,89,1097,0,134
259,3,23,1974,0,162
148,0,13,1220,0,73
1,354,125,1671,1,182
123,2,52,1447,0,294
94,2,15,1381,0,84
91,8,64,1055,0,346
204,3,44,2974,0,260
293,0,16,1532,0,124
4,178,112,1268,0,199
89,1,33,1508,0,133
315,0,28,1905,0,142
133,1,51,1827,0,228
7,153,161,2603,0,126
149,0,28,1968,0,204
187,4,30,1739,0,180
91,3,91,2116,0,320
79,3,28,1178,0,117
144,4,40,1658,0,279
180,4,92,854,0,486
142,3,39,1915,0,130
122,1,20,1671,0,99
188,0,37,1665,0,200
377,0,50,1625,0,249
9,117,110,1452,0,167
139,5,43,1477,0,168
3,500,115,1716,0,138
80,11,88,1017,0,452
152,2,63,1867,0,334
238,3,28,1170,2,163
221,2,37,2316,0,200
164,3,46,1790,0,231
149,1,18,1758,0,114
122,1,39,1454,0,178
177,0,37,1720,0,159
87,4,36,1299,0,193
41,17,91,1569,0,222
224,3,38,2284,1,223
137,1,22,1579,0,111
2,1011,117,570,1,404
192,1,24,1643,1,125
298,3,59,2585,0,295
211,4,23,1678,0,160
163,3,56,1287,0,294
293,1,49,2092,0,214
11,276,137,1836,0,238
201,1,39,1843,1,214
134,3,48,1724,1,264
167,7,54,1556,0,312
106,7,30,1187,0,143
217,6,74,1384,0,364
238,3,47,1463,0,223
121,5,58,1206,1,240
216,1,17,1573,0,87
1,965,135,702,1,442
222,0,19,1445,0,126
108,3,33,1803,0,148
383,2,40,3391,0,249
178,0,19,1858,0,112
104,4,20,985,0,116
1,442,117,1754,0,127
92,11,77,1980,0,282
0,1352,116,1153,0,227
129,5,41,2259,0,181
246,0,45,2452,0,229
128,4,49,1154,2,247
167,7,47,971,3,329
159,1,29,1802,0,113
4,821,117,1299,0,236
204,0,52,1432,0,282
246,2,51,1342,0,231
148,3,42,1849,0,221
179,0,30,1156,1,182
35,16,88,1488,0,192
126,12,63,1387,0,365
25,90,151,2180,0,288
235,3,31,2034,0,111
137,2,41,1293,0,222
186,1,61,2022,1,258
126,1,59,1225,1,293
451,1,37,1355,0,201
93,8,24,1030,0,175
164,1,28,2213,0,121
218,1,32,1197,0,189
207,0,28,1480,0,179
147,3,32,1526,0,171
227,8,71,2683,0,408
220,2,36,3265,0,215
190,1,28,1773,0,161
9,81,87,1327,0,112
169,3,43,1989,0,247
126,3,45,1143,0,220
76,13,114,822,0,612
235,3,48,2127,0,237
76,14,111,2080,2,327
268,0,42,2551,0,211
2,752,133,1205,0,291
212,4,37,1752,0,179
153,6,81,1014,0,430
130,3,24,1834,0,133
150,5,31,2217,1,146
3,920,87,833,2,217
139,2,48,1122,0,223
166,3,33,1660,0,196
85,6,52,1705,0,163
117,3,66,2370,0,231
171,2,46,1287,0,231
3,1019,143,2262,0,117
151,11,74,1605,0,456
252,4,48,1726,0,219
321,2,54,1328,0,290
232,4,24,1496,0,148
282,1,37,2330,0,210
195,4,19,2354,1,159
333,0,29,1129,0,143
145,1,20,1627,0,112
145,2,60,2947,0,181
180,0,22,1213,0,156
179,2,43,933,0,162
178,1,33,1436,0,185
133,2,36,1201,0,161
214,1,28,1600,0,166
154,1,8,1460,0,85
133,0,19,1364,0,120
245,2,36,2447,0,183
203,2,56,1940,1,254
541,0,28,3735,0,171
220,2,38,2970,0,197
123,1,30,1828,0,148
199,0,29,1427,0,114
255,0,37,1742,0,214
187,0,30,1368,0,144
242,3,38,2255,0,196
138,4,41,2416,0,183
230,1,18,1440,0,108
106,7,68,1263,0,366
105,10,75,1405,0,413
155,0,24,1807,0,153
56,10,47,1221,0,146
156,1,32,1747,0,156
185,5,49,1566,1,322
219,0,21,1636,0,110
222,3,39,1505,0,214
8,194,120,1357,0,230
10,233,177,2423,0,247
42,29,126,1925,0,257
139,1,32,1959,0,138
122,7,59,1628,1,336
138,6,57,1404,0,236
231,0,43,1877,0,180
121,3,20,1716,1,110
3,360,120,1326,0,242
166,1,30,1379,0,211
228,2,62,1481,1,253
210,0,42,1637,0,232
3,745,81,821,0,170
161,6,45,2183,0,265
172,5,41,2161,0,248
3,260,111,1672,1,126
107,6,47,1266,0,268
292,4,32,1952,0,157
155,5,30,2117,1,113
211,2,36,1003,1,211
387,0,44,1392,0,197
357,0,33,1357,0,123
188,0,23,1920,0,115
3,1067,117,1254,0,254
230,0,66,1287,0,389
68,10,65,1269,0,259
236,3,29,1828,0,150
230,0,25,1388,0,156
204,3,68,1046,0,347
246,3,22,2564,1,136
116,4,54,1080,1,278
97,3,63,2204,0,172
256,0,53,1774,0,232
168,4,29,2066,0,174
7,217,162,1673,1,343
296,1,51,1875,0,229
311,2,37,2364,1,211
184,0,28,1887,0,125
99,3,70,2303,0,198
90,1,37,1472,1,156
1,1190,127,1646,0,207
187,1,27,3011,0,99
12,177,175,2119,1,346
92,3,57,2249,0,108
5,219,130,1351,2,289
9,330,132,1852,0,203
200,2,37,1313,0,173
183,3,19,1876,0,162
2,1137,136,1900,0,151
193,5,55,1597,0,295
210,1,19,1377,0,98
136,4,14,1257,1,106
182,2,33,1794,0,150
116,1,50,1499,0,215
9,337,148,1389,0,371
326,0,37,3219,0,171
493,1,76,1364,0,356
163,1,25,1286,0,178
148,1,30,2129,0,125
143,4,29,1454,1,156
200,2,47,1406,0,299
628,0,45,1486,0,246
134,2,20,1842,0,134
147,0,40,1802,0,218
177,6,31,2278,0,214
1,1622,97,1153,0,174
174,9,75,1831,0,387
7,535,241,2579,0,503
195,1,62,1584,0,287
243,0,33,1566,0,218
302,3,42,2406,1,248
238,2,28,3167,0,119
142,1,29,1795,0,159
216,1,26,1405,0,149
228,2,37,1243,0,197
2,517,86,945,0,165
173,5,63,2534,0,326
236,3,52,1553,0,259
431,3,52,1037,0,257
128,8,48,1096,0,300
346,0,24,1766,0,127
101,7,48,1543,0,247
239,0,19,1465,0,96
62,10,86,1398,0,289
10,176,143,1206,0,403
235,2,39,1583,0,188
381,4,45,1353,0,207
5,219,143,1843,0,203
304,0,45,1845,0,231
225,0,26,1553,0,145
4,328,162,1819,1,309
3,525,125,1405,0,232
274,1,26,2808,0,133
439,2,52,2047,0,287
203,1,29,1869,0,215
371,2,42,1463,1,238
310,2,33,2245,0,181
322,0,71,1065,0,379
94,5,43,1354,0,209
128,1,27,1617,0,111
258,3,40,3079,0,218
123,6,47,1400,0,221
509,1,45,2536,0,226
198,1,38,1288,0,217
224,1,36,1441,0,176
230,2,52,2035,0,260
4,667,104,1425,0,142
5,213,99,738,0,285
192,1,14,1744,0,100
200,1,39,1099,0,192
294,0,26,1591,0,85
11,135,131,1845,0,194
335,2,41,1166,1,237
1,860,116,1257,0,238
193,2,34,1193,0,187
147,3,21,1846,0,128
2,638,103,1543,2,116
343,2,45,1396,0,233
178,2,32,2481,0,171
128,6,28,1406,1,137
1,529,117,1453,0,161
169,6,56,1120,0,244
464,1,52,2165,0,236
212,0,22,1983,0,115
104,1,30,1544,0,160
193,0,39,2128,0,164
253,0,26,1239,0,143
338,2,40,2320,0,260
16,95,135,1880,1,248
112,0,29,1805,0,103
259,3,32,2419,1,182
290,2,56,2362,0,263
172,3,22,1177,0,215
265,0,34,1966,0,195
161,5,51,1872,0,301
203,7,62,1321,1,392
2,771,112,1497,0,156
490,0,33,1547,0,166
122,0,31,1666,0,131
136,2,18,2095,0,84
5,172,104,1006,0,251
146,1,15,1917,0,104
3,1393,129,1761,0,179
228,1,33,1567,0,193
81,2,51,1228,1,226
290,1,39,2321,0,216
0,1646,96,536,1,309
12,55,84,1184,0,135
137,2,15,1748,0,83
98,4,64,1643,0,280
126,3,33,1566,0,232
172,4,42,1599,0,196
220,1,30,1942,0,197
13,121,122,1575,0,221
299,1,42,1915,0,204
210,1,33,1983,0,184
0,1122,58,286,0,192
336,3,54,1834,1,301
221,1,23,1319,0,134
105,4,47,1793,0,212
235,3,43,2414,0,285
201,1,29,1395,0,127
195,2,35,1188,1,220
213,2,51,2027,2,236
204,2,43,1117,0,217
165,4,39,1231,0,187
15,86,171,3007,0,124
122,2,31,1313,0,132
226,0,23,2002,0,102
1,920,112,1155,2,231
145,5,88,1351,2,481
33,35,97,1774,0,151
151,2,37,1372,0,145
157,2,21,1330,0,108
25,76,189,2747,0,291
165,3,23,1435,0,141
68,13,116,2008,0,352
28,23,109,1805,0,171
83,10,127,2751,0,281
278,2,58,2484,0,247
139,2,30,1578,0,146
184,1,44,2611,0,206
12,64,127,1589,0,271
104,3,21,1406,0,118
212,1,40,2022,0,200
341,3,48,2144,1,292
261,0,25,850,0,153
256,1,19,1822,0,121
96,10,142,2828,0,359
214,2,56,1213,0,251
152,6,76,1985,0,466
144,9,75,2150,0,323
73,6,63,1459,1,229
58,11,53,1204,0,197
135,6,32,1889,0,173
167,4,28,2172,0,163
293,3,43,1494,0,193
6,652,94,1033,1,204
284,1,53,2073,0,217
2,1491,127,456,1,515
191,1,27,2367,0,142
1,1443,90,769,0,224
32,34,155,2856,0,153
187,1,30,2293,0,208
250,2,37,1525,0,234
108,3,35,1136,0,255
4,577,137,1855,0,182
