pCD3z(),pSLP76(),pErk(),pS6()
5.16838,10.6885,15.5701,9.30066
33.7138,21.2464,33.4985,16.7719
13.712,14.2867,8.56656,8.31424
25.5786,4.60254,1.72043,80.3451
10.1248,16.5271,7.7889,18.4438
10.4291,10.203,4.56113,5.31509
16.1702,7.7807,3.53785,4.64733
6.90592,7.333,13.2301,11.9646
11.9985,5.08361,15.2031,6.73473
14.0002,29.3974,13.35,23.8081
14.8169,7.67251,19.5514,13.3607
3.70307,22.8934,10.1454,52.1684
7.37834,1.76488,3.69789,6.35071
11.8383,5.43181,10.8962,17.3479
27.2921,18.9007,9.14662,10.9969
14.0803,19.7041,23.924,16.7851
20.518,7.99884,3.64074,60.2378
5.40058,9.86236,6.61918,16.0802
13.76,16.1093,9.05724,11.0457
13.8961,15.0167,17.6775,36.3112
15.2013,6.94036,5.57881,4.38277
7.35432,4.11294,3.06539,4.27282
10.9335,18.5126,7.58446,23.4511
12.5269,12.1077,6.27446,6.1305
6.56161,1.97887,0.726095,7.71934
2.76624,1.14416,2.31776,1.59439
17.2031,3.5175,1.82983,3.65868
13.8961,19.6145,8.28954,10.2714
2.06962,8.76508,6.40571,3.88799
1.34097,6.99033,3.22651,83.5413
4.76001,15.5941,6.634,29.5715
11.0616,9.08202,10.4651,14.5935
3.26268,6.46961,3.50756,12.6773
9.67639,9.24374,6.51453,2.24801
15.4655,5.87844,3.01159,13.3275
6.27336,13.6104,16.0123,86.5537
0.692391,12.885,6.15699,6.77332
1.2609,0.826291,1.57116,13.3929
3.76713,12.6608,7.23328,13.0693
3.14257,0.745121,1.14127,0.886413
8.38724,18.997,10.597,5.19733
3.93528,8.35568,5.99191,19.7421
20.1257,5.78098,2.32406,14.0643
3.49489,5.3847,5.13814,20.1841
15.7458,11.5681,5.22944,5.40724
20.5661,11.8648,5.76627,30.931
3.87122,0.639889,7.49223,15.4013
12.4388,5.52069,3.19762,5.9458
1.39702,2.76484,4.84007,11.7587
5.32852,5.23157,5.23734,14.3058
25.4264,54.9344,22.2126,23.7662
3.00645,2.82538,1.73037,16.4139
21.655,6.84325,8.91431,9.4301
14.4086,3.9889,3.74935,26.2668
14.4406,8.11925,3.10041,13.8985
6.05717,10.7663,8.3754,11.2137
7.67461,7.68055,7.98417,8.66748
7.57051,29.1013,14.6943,20.1166
7.83475,10.5678,8.88252,5.85739
8.13101,8.75239,4.00662,9.44745
4.10343,9.92215,7.12612,14.2277
1.23688,6.28723,5.07334,76.0675
13.8321,4.65802,3.57842,8.99275
16.4424,8.95361,4.0592,4.10946
15.3935,5.08936,2.76441,7.95681
15.9139,8.33238,6.1582,32.9004
0.628334,7.98233,6.51348,14.0932
12.6951,19.7909,9.92596,6.72209
36.228,42.5495,27.9314,9.24962
5.54471,23.0951,10.0707,7.39993
12.9513,5.75238,2.07961,18.3118
7.26624,12.3683,5.6592,8.35511
1.62922,6.51612,4.29332,5.36665
25.3624,23.7052,9.57548,4.95636
9.92461,19.2153,8.78241,16.1727
20.6381,17.313,6.73353,5.29252
4.91215,10.0958,4.1187,14.2799
7.41838,38.312,15.4418,4.73354
6.82585,15.4392,19.8901,32.3106
9.63635,11.1137,20.9494,14.6093
8.50735,10.1925,6.68462,3.42587
40.2476,54.7433,24.4854,15.7415
6.2173,3.38857,8.34317,13.2692
0.668369,2.81558,2.62988,6.92747
1.74933,7.31586,4.54396,11.3479
21.3668,17.2555,6.98436,2.21989
13.0154,12.9709,7.57758,16.8615
46.5893,37.2815,19.4836,18.89
3.94328,11.7348,5.19072,5.50489
1.07673,7.25529,5.20514,10.8121
20.51,5.55287,2.33675,2.25702
2.96642,6.73201,3.617,18.0367
11.7742,4.8954,6.95346,84.5608
8.31517,7.9565,36.1875,22.2104
17.9237,14.9368,6.08835,3.89078
4.28759,21.2576,10.5834,9.44281
25.5145,12.0901,7.8627,43.819
9.05984,15.536,8.5402,13.6603
17.115,5.66973,3.85385,16.3839
5.06428,17.9753,8.17103,37.7628
7.53048,7.93467,3.08258,1.51097
3.63101,3.03197,5.89885,9.25934
11.486,30.0205,12.6726,5.88861
13.3757,30.1171,14.4899,6.35797
4.37567,6.34742,3.55042,4.93452
11.3899,7.63016,4.47301,1.48925
2.78225,12.2687,5.9722,19.807
10.9015,8.70821,7.98839,8.76846
3.54293,2.5345,2.63891,6.12821
9.95664,11.8477,8.66839,7.85733
23.2004,2.46432,4.74806,22.1751
16.9709,28.9468,12.2347,9.17192
11.5661,6.63613,7.42314,21.4802
7.31429,13.1418,6.7214,72.944
2.10165,2.27624,17.7587,16.1869
23.7369,12.275,12.9636,4.02091
3.60699,1.78354,1.89901,28.1353
12.8792,12.3129,5.45635,7.01751
41.5448,44.3709,17.7378,5.69729
7.17817,7.62724,8.76993,34.3169
21.0785,4.64471,4.67703,4.61003
3.69506,3.22101,4.02376,5.69161
1.83741,1.92136,1.00851,4.1464
5.65681,9.29705,4.65295,18.3266
3.19862,18.0782,16.5458,61.5243
7.86678,22.1772,11.3961,25.8275
5.52069,18.5022,8.84973,6.15146
7.39435,2.64485,3.13947,22.3807
5.70485,6.08585,5.50547,22.4099
17.2271,5.0316,4.78495,7.2718
33.946,17.866,10.449,27.2843
9.58831,2.70444,1.69056,8.38275
10.1408,5.66394,5.10279,1.79458
35.5394,21.8759,8.78835,16.0795
16.2022,7.58572,4.67614,19.9771
11.7342,6.88116,4.47674,26.0679
16.4985,5.17769,2.1071,2.60292
6.00912,13.7731,6.65003,22.8375
22.3116,10.0086,10.8459,11.8768
12.3107,19.8964,13.9316,24.4137
3.05449,7.04557,6.53255,6.96615
5.35254,10.3081,12.0739,3.6651
19.4771,26.8926,13.0751,7.17883
2.8383,10.3046,10.0988,7.36985
5.11233,3.96096,2.62423,3.30859
7.73866,11.4116,4.42755,9.63929
4.42371,17.2157,7.90836,2.163
5.06428,7.58085,8.84509,15.3032
7.82674,12.5493,5.02588,20.7017
5.63279,2.83098,17.5915,78.4117
12.9273,1.72484,2.20509,5.45153
9.90859,13.8873,6.56504,22.6264
1.50111,2.01026,3.95151,4.00189
16.7627,2.01783,3.37223,9.44326
0.460184,9.08599,6.76536,5.83139
8.54738,21.4756,9.7789,9.24236
20.3819,16.7612,7.37535,19.7376
3.27069,6.51112,3.42871,3.2354
3.51891,12.2254,8.95467,9.89922
2.95841,3.49589,12.9614,16.3577
4.12745,13.1187,5.74626,12.1534
19.8214,23.2351,11.29,8.42486
10.1488,6.19588,11.2944,21.2118
20.7022,8.04082,7.93414,3.18032
4.98421,14.5699,23.5316,30.4498
18.18,14.8823,6.28227,45.4161
10.4611,17.9094,7.28606,3.36686
7.24222,7.21003,21.9695,71.4908
8.72354,6.96745,6.1658,20.6907
5.17638,31.6754,13.9638,14.3908
1.28492,1.44125,1.25145,1.32
8.60343,12.9793,9.45664,12.6564
31.664,2.95019,1.37924,2.72862
14.1043,2.15951,0.863798,6.99227
3.92727,10.0171,4.66054,9.28128
4.05538,12.1252,4.99261,13.9834
16.7066,2.10189,0.731835,7.36416
11.2458,5.21416,6.07054,32.9037
7.48243,23.4543,9.87401,66.3153
0.72442,5.73539,4.17316,14.9698
21.6791,22.8659,9.66115,25.8029
9.3561,16.4793,9.35809,23.8979
5.1924,3.79708,2.98265,1.94182
2.74222,1.84383,4.53154,24.9986
21.0545,15.8137,8.44505,16.3807
3.18261,6.70161,8.88502,16.2701
3.19061,8.6776,4.87198,6.04788
5.38457,5.61749,2.80328,3.2594
11.51,1.83633,1.75997,8.54776
1.73332,1.70869,2.83088,10.3266
2.95841,5.19196,3.07695,29.066
11.7903,21.3874,9.11124,8.16259
10.0928,6.81125,7.59056,2.89484
4.64791,3.78761,2.9879,13.4633
1.23688,10.8986,4.57995,11.3595
12.3348,11.8403,6.43491,10.7688
30.4309,5.48768,1.90481,19.416
1.76535,4.27238,2.21741,12.5295
14.2805,15.0542,11.0247,5.01372
12.7191,6.72149,4.48477,110.935
24.7218,8.9888,3.92891,23.2973
10.6773,6.30624,2.68229,14.6648
12.631,32.6528,14.2811,7.27885
14.6248,23.0717,15.6785,14.8859
7.20219,18.1257,7.93914,28.5015
7.09009,6.93223,3.19619,52.8471
5.71286,8.57271,3.93106,9.98823
9.89258,1.36645,3.79804,7.75275
7.13813,4.27957,7.76682,2.7638
3.24666,2.66067,5.33226,7.99997
8.89169,8.44537,5.7258,13.769
6.01713,6.28791,2.52491,21.1887
11.0376,4.33246,6.33102,8.92478
37.325,18.4494,17.0524,167.445
0.860541,2.02037,1.56977,2.41142
10.6132,11.5801,4.68893,1.86812
12.663,14.7137,16.632,22.9201
21.1666,6.71564,4.36468,12.06
3.78314,3.4937,1.60268,7.76854
8.09098,6.18805,8.47466,34.1899
22.1595,15.5342,6.42484,6.75752
