pCD3z(),pSLP76(),pErk(),pS6()
7.11945,12.3526,12.0695,7.29999
30.131,23.4432,27.3335,23.114
13.663,13.2911,4.0871,13.166
18.3413,3.3466,8.15456,83.7445
11.9598,15.3944,3.20595,21.212
10.039,9.10247,1.36453,9.57811
13.06,6.38853,1.49666,11.5435
7.13607,8.86055,11.4097,10.6793
9.89011,6.95574,13.966,7.33151
18.7972,27.452,4.24302,28.1403
12.7535,10.0047,17.9152,13.6004
9.81216,22.1619,5.76797,48.7762
5.32948,1.89084,3.79134,7.99253
9.73863,6.42155,10.5652,18.1993
24.1743,16.4562,3.6612,22.3782
16.2101,21.3842,17.7501,16.9144
16.0897,6.84202,6.68263,63.3512
6.67705,9.72162,4.26249,16.2021
14.2888,14.9876,4.09957,15.7786
14.3983,16.1884,15.2255,35.5476
12.2301,6.18194,3.75612,10.0719
6.02326,3.74878,2.06556,6.70797
13.1188,17.0468,2.71147,26.4617
12.0998,10.9765,2.45468,11.0384
4.73986,1.49043,0.891052,9.82759
2.00639,1.32982,2.06381,1.95189
12.3431,2.26963,1.45291,10.9756
15.4484,17.811,1.91182,15.9693
4.09372,8.84548,3.24918,3.6363
3.02022,7.45725,7.95198,75.3932
8.06469,14.8242,3.21393,28.9345
10.3469,9.48795,8.43348,16.113
4.06588,6.23904,2.15504,12.6065
9.30904,8.73167,3.34271,5.70317
11.9839,4.77415,2.47661,18.8524
8.87665,15.643,18.3336,77.365
4.46311,12.453,1.59213,6.34655
0.889414,1.11408,2.45335,12.0182
6.48795,12.3444,3.42689,13.0189
2.08548,0.694634,1.02269,1.80016
11.6714,18.1249,3.72083,8.05572
5.20913,8.42842,4.50635,18.7627
15.0293,4.21994,2.10609,21.8554
3.95161,5.72453,4.85716,18.7402
14.0317,10.0504,1.71607,12.1128
17.383,10.3376,4.61807,37.0724
2.79915,2.09571,8.60431,13.0955
9.85597,4.64713,2.00836,10.7306
1.71242,3.47321,4.74789,9.89199
5.12114,5.42856,4.56438,14.2582
34.7547,50.5312,3.37755,34.7218
2.68787,2.77319,2.17043,15.8044
16.6296,6.43135,7.78017,16.4766
10.731,3.51583,5.0542,29.4143
12.0087,6.79513,1.69315,19.2338
7.45984,10.7908,5.21605,11.7313
7.55041,7.91673,5.88292,9.80965
14.4725,27.9078,5.0696,21.4032
8.59416,10.5549,5.3842,7.55369
8.03774,7.93636,1.66449,12.1639
5.84993,9.95722,4.51349,13.7947
2.79316,7.19411,9.35776,67.9437
10.5309,3.92279,3.05091,13.8368
13.6286,7.48614,1.50986,11.2132
11.6728,3.99425,2.0594,13.9562
13.1959,7.73603,6.3653,35.9948
2.90472,8.39864,4.51576,11.9552
14.7635,18.3722,3.0729,11.7444
38.2633,40.2578,12.9755,22.8106
11.0472,21.7485,1.67777,9.56656
10.2407,4.68572,1.95581,22.4407
8.65901,11.455,1.72814,10.8557
3.01529,6.49442,2.17983,5.06319
24.4067,20.7516,1.57404,16.7337
12.7056,17.9131,2.91139,19.2104
19.148,14.9709,1.13154,14.7213
