2.5551,833.2810,203.0370,572.5490,1.3138,555.0630
2.5015,591.2860,141.2100,689.1100,0.5088,258.8830
3.3638,394.8980,127.2760,902.1040,0.1855,123.6070
184.6140,5.0490,133.4480,1631.1200,0.3604,434.4180
5.3576,419.6580,216.0630,1532.8600,0.1838,208.1990
286.1800,0.8838,29.0620,1732.4200,0.0970,124.1760
291.9680,1.0133,41.3657,2090.9000,0.0911,140.8280
3.7044,402.2060,142.7760,926.6940,0.2505,171.4780
1.1696,1376.8200,153.4370,684.9210,0.6031,304.9520
186.7360,2.1286,93.2275,2006.1500,0.1100,163.0970
1.0501,1018.6800,101.9510,618.9220,0.2992,136.7170
1.6063,880.7680,134.8140,188.2730,3.4043,470.3660
0.6413,1892.3900,115.5930,527.7350,0.5795,225.7080
36.2725,49.3138,224.8760,1978.8400,0.1170,171.0850
1.3746,710.3390,93.1186,618.8650,0.2295,104.8760
2.8992,493.4920,136.7610,773.8750,0.3636,207.7670
233.4840,1.5720,56.5477,1860.8300,0.1244,171.0340
2.5763,898.0700,220.8110,1559.1600,0.1799,207.2330
1.9148,1084.0800,197.9230,1180.6400,0.3105,270.7820
1.5731,615.4360,92.3495,504.5200,0.3968,147.7770
9.2550,226.7940,205.9380,1753.5300,0.0779,100.9140
200.2830,1.9669,42.6015,1187.0300,0.2219,194.7260
2.1166,1058.6900,213.7590,1751.4400,0.0841,108.7880
2.0078,788.7430,151.0860,979.9680,0.2452,177.4830
2.0869,735.8490,146.5690,1102.3800,0.1396,113.6590
217.7390,2.2877,55.4299,1360.6400,0.2438,245.2020
237.8360,1.3086,56.7322,2018.1800,0.0937,139.7730
4.2734,476.9710,195.0950,919.0070,0.5487,372.4360
252.8580,1.0328,31.2328,1614.6700,0.1068,127.4220
249.1570,1.2236,64.1435,2238.2200,0.0797,131.8080
2.8937,533.5530,147.5760,928.0400,0.2724,186.7400
1.9089,941.0210,171.3290,1156.4300,0.2125,181.5680
291.7910,0.9612,29.7908,1598.6900,0.1178,139.1440
1.9302,876.8340,161.3730,651.7750,0.7307,351.5870
0.5586,2135.8600,113.6410,835.1600,0.1529,94.3075
8.5923,248.9900,208.6360,1573.7100,0.1509,175.4110
345.5950,1.2290,43.4547,1786.5600,0.1603,211.7080
0.8784,2130.8600,178.2900,516.9350,1.2561,479.0520
0.7782,1544.6600,114.5110,382.4170,1.0147,286.1450
7.7719,281.6750,212.6430,1658.9600,0.1262,154.6750
196.6040,1.9772,46.9665,1337.6000,0.1911,188.9340
7.1996,275.5300,192.2830,1363.4100,0.1907,192.0750
19.8397,101.5290,212.0280,1541.7700,0.2069,235.6700
2.3177,582.2590,128.8780,846.4600,0.2374,148.4310
181.5570,1.6116,29.5554,896.7920,0.2202,145.9870
189.5860,1.5490,52.1939,1626.5000,0.1099,132.1240
3.8239,437.6400,160.3520,1097.1300,0.2092,169.5350
2.1841,885.3770,184.4980,1323.9600,0.1696,165.9210
1.5562,955.2270,141.7390,991.2630,0.1885,138.0050
7.1762,293.1740,203.6700,1406.2900,0.2086,216.6900
1.2607,1222.3800,146.8950,1212.6600,0.0808,72.3969
1.6246,1099.0800,170.2430,1239.5600,0.1583,144.9650
1.3800,938.3880,123.4410,611.5710,0.4894,220.9510
39.2238,23.1091,124.5940,983.2120,0.2714,197.1670
314.4120,1.2200,39.9035,1692.3800,0.1525,190.7970
21.9851,101.0180,235.8930,1712.4000,0.2083,263.5690
134.8420,9.5965,283.9330,2683.6800,0.2257,447.7210
0.4967,2014.8900,95.3277,156.2820,2.7971,320.5660
171.9920,4.5683,96.2794,1245.0600,0.4115,378.6560
298.0520,1.3432,43.0475,1724.4400,0.1556,198.2720
204.4250,2.3232,52.4130,1259.8300,0.2513,234.0110
1.8942,904.0150,163.3400,1169.8400,0.1710,147.7580
1.8089,1353.8900,233.4350,1185.4600,0.4588,401.7790
4.0765,405.2360,158.4640,1143.4000,0.1722,145.4790
2.6495,573.3880,144.9960,483.4870,1.0203,363.9540
17.1153,155.3960,271.0040,2131.4600,0.1358,213.8720
203.9740,1.5387,35.6580,1275.0800,0.1635,154.1180
25.1623,51.1664,148.8330,1163.2300,0.1975,169.6820
220.5510,1.7388,79.7744,2110.1300,0.1060,165.3910
1.7604,904.4820,151.8350,879.3950,0.3375,219.1960
179.0580,2.6223,60.0496,1310.0800,0.2330,225.5650
11.4483,179.7300,205.0830,1831.4600,0.0558,75.5659
6.7276,431.7530,279.7170,2026.1700,0.1683,251.9520
5.7183,318.5570,175.5630,1170.1000,0.2334,201.7830
231.1010,1.7531,41.3072,1197.8700,0.2281,201.9300
3.5135,810.9780,272.2390,1960.8900,0.1668,241.6250
256.6080,2.0108,57.9968,1623.6500,0.2115,253.8130
202.6750,1.2112,39.9437,1600.1600,0.0956,113.0670
2.7128,636.8230,165.0650,1257.8200,0.1323,122.9250
9.1374,193.6950,173.7460,1249.4500,0.1893,174.7240
0.7626,2496.5400,181.3540,1353.7200,0.1406,140.5670
188.1350,2.5644,95.2663,1900.6300,0.1489,209.1560
35.6187,35.1385,164.9480,1462.1300,0.1378,148.8420
199.8030,2.6197,51.9783,930.3450,0.3805,261.6760
335.8970,1.1431,36.9777,1077.2700,0.2421,192.7530
19.9306,108.9300,226.7900,1562.9300,0.2436,281.2980
1.3035,1560.4100,193.8410,1415.7300,0.1554,162.4910
1.1035,800.9600,84.2509,519.2820,0.2890,110.7590
139.4010,3.7995,116.9020,1722.0900,0.1676,213.3520
2.8342,771.2130,208.6410,1112.6500,0.4139,340.1410
193.7580,2.1488,44.4713,1124.8900,0.2479,206.1140
266.0320,1.6561,43.9657,1272.5300,0.2341,220.2220
0.9388,1832.9300,163.9460,1115.0700,0.2056,169.3480
563.2080,0.3643,19.6866,1178.4400,0.1183,103.0450
176.9850,3.2249,174.4820,2659.1100,0.1018,200.1100
4.5221,324.0660,140.7740,824.0640,0.3393,206.4850
1.2170,1191.8300,138.2390,904.9140,0.2359,157.6730
50.9572,18.0129,154.6810,1561.7800,0.1100,126.9680
0.5316,1466.6400,74.2720,325.7540,0.6332,152.0880
1.5771,1093.5600,164.3960,870.9780,0.4194,269.7680
52.9766,23.3682,200.7890,1990.8400,0.0932,137.1770
46.0302,18.7073,137.0300,1329.7000,0.1359,133.5380
1.3655,687.3400,89.4898,458.7970,0.4587,155.3120
205.7820,2.7214,73.6059,1553.6000,0.2334,267.9600
1.7142,1061.3700,173.4290,769.8000,0.6100,346.7370
318.9110,2.5152,79.3075,1476.0600,0.3679,401.3780
310.6060,1.1144,46.0081,2180.1900,0.1031,166.2080
1.4191,1337.3500,180.8900,1246.6200,0.1958,180.3390
2.3234,568.1120,125.9600,456.5870,0.8905,299.9550
20.6352,123.1920,266.6620,2174.0900,0.1210,194.3640
